"FileName","Path","Directory","Kind","LineCount","NormalizedHash"
"AdvancedSignalPathPanel.tsx","src\features\discovery\AdvancedSignalPathPanel.tsx","src\features\discovery","RealImplementation","254","cce5733f684c2d8c527ea66edfb72b0353aecabccb4e97089337ed785cc7a4a3"
"DiscoveryAdvanced.ts","src\features\discovery\DiscoveryAdvanced.ts","src\features\discovery","RealImplementation","171","eee41b9b344bf13f0b6eff3668ebceaec330a8667a9d9262bab59405149fa025"
"discoveryStore.ts","src\features\discovery\discoveryStore.ts","src\features\discovery","RealImplementation","131","ff61447275702deffbeedf1449ba17e6e40f6a23b5d75ad5db67857f335368c4"
"DiscoveryWizardPage.tsx","src\features\discovery\DiscoveryWizardPage.tsx","src\features\discovery","RealImplementation","1002","f8b0cd2ba480cc87be1e053fa3ce28ab38fbdf577726b48bf5d1f71707c65089"
"ExportSnapshotPage.tsx","src\features\export\ExportSnapshotPage.tsx","src\features\export","RealImplementation","146","0cdffd66614b786ded57300fbd340dc66d2c8029711b12fd99ae2c092105f48f"
"guruCatalog.generated.ts","src\features\guru\guruCatalog.generated.ts","src\features\guru","Other","80","1c82140820e7166cf20d5c3383333564e6702a8866deb22f28b785166c55f5c8"
"guruCatalog.seed.ts","src\features\guru\guruCatalog.seed.ts","src\features\guru","Other","200","77390ebf4e810c08dc761d91fdeddb685e8901ed32933c67f45d474cd96d8a95"
"GuruPage.tsx","src\features\guru\GuruPage.tsx","src\features\guru","RealImplementation","442","c9356e97c2f9592d78ddd294e3da66632ebf5f075ec7239e88a74278b826526f"
"guruService.ts","src\features\guru\guruService.ts","src\features\guru","RealImplementation","174","11cfba77b2bd09c29fd864c99862c90cf5992f3d6c973b675f90963ff25f1191"
"ImportIntakePage.tsx","src\features\import\ImportIntakePage.tsx","src\features\import","RealImplementation","12","5749db98d83f3c94c7d1f46987710a8fdac75079038714b3b428952e34a9c689"
"ProfilePage.tsx","src\features\misc\ProfilePage.tsx","src\features\misc","RealImplementation","41","9f773d7ea98644d5c326ae1986befadc2dc76238352103261198f7d853d1f36c"
"templateCatalogExpanded.ts","src\features\misc\templateCatalogExpanded.ts","src\features\misc","RealImplementation","401","2c053c973789053d60eff7d81a32f2455cacc20a39332d0dd26564044ca56876"
"TemplatesPage.tsx","src\features\misc\TemplatesPage.tsx","src\features\misc","RealImplementation","670","bb6f5408456a8b7552acedbd79960238108369cf9db9fc4e95021d3e032e033f"
"TemplatesRoute.tsx","src\features\misc\TemplatesRoute.tsx","src\features\misc","RealImplementation","5","e5ac1d31eee74e5e4bd8a0f07176b7d5c1f914a69d1049533c527cab0e0c6d8a"
"TrainingHubPage.tsx","src\features\misc\TrainingHubPage.tsx","src\features\misc","RealImplementation","185","5989f10e43b10701d52c42110d7ebf355cdb1c353a7ed5c9f33c2ecfe265015c"
"VideoWallPlannerPage.tsx","src\features\misc\VideoWallPlannerPage.tsx","src\features\misc","RealImplementation","271","33be7ad9470a96b48a187e37808548f1ac56dc7745fcb9ef28788565741c878f"
"pricing.ts","src\features\pricing\pricing.ts","src\features\pricing","Other","258","3c14572170965f8b063e33a7f8ed1b654e45249ce16d7a2a9eb4ccf44ea00c0f"
"projectDraftStore.ts","src\features\projects\projectDraftStore.ts","src\features\projects","RealImplementation","540","03f0634079c2170b4329acb039fdbb4d71b214009f2ffc528e437c89133961c8"
"ProjectNewPage.tsx","src\features\projects\ProjectNewPage.tsx","src\features\projects","RealImplementation","120","ca7c9deea549f3aac1729691b99f939aaaf01b58c3804696a9858ffd1f0dcba8"
"ProjectsPage.tsx","src\features\projects\ProjectsPage.tsx","src\features\projects","RealImplementation","232","8489e3d7ee57952fb69c69ac888dcb811bc3842be6ae794cccf76cb8a9d9f9ad"
"projectStore.ts","src\features\projects\projectStore.ts","src\features\projects","RealImplementation","198","80c3cb69a88e2ca4ab8fa9b6c3573ee6b204bc19043f454d6df5c73677cbaf46"
"ProposalBuilderPage.tsx","src\features\proposals\ProposalBuilderPage.tsx","src\features\proposals","RealImplementation","162","ce5490b645f4560c1697d5aadaa45d1d682f0d73dd7f85ee0b4b6ad655871615"
"ProposalHandoffPanel.tsx","src\features\proposals\ProposalHandoffPanel.tsx","src\features\proposals","RealImplementation","51","da8a579499202712afb9d0ac4a402870058cbdce7460948a22be1649889b8cff"
"RoomWizardPage.tsx","src\features\roomwizard\RoomWizardPage.tsx","src\features\roomwizard","RealImplementation","303","9ab52fb3e0aa071f2ddd2f76815b7cb4090c3e98a907f7790c552ae6407b9321"
"templateCatalog.ts","src\features\templates\templateCatalog.ts","src\features\templates","Other","297","9aa65d9c32272eefeeee7433ed01c5d33196d70a9e305ee7deefe52f4f1657c6"
"TemplatesPage.tsx","src\features\tools\TemplatesPage.tsx","src\features\tools","RealImplementation","276","0967531fa6609d54ef9dd4cbc707045d0a8688ea4c5d11c2a59f7e71d7a6aad9"
"ToolHubPage.tsx","src\features\tools\ToolHubPage.tsx","src\features\tools","RealImplementation","268","03d1ed4b5273653a7fa61b12451d61f12b0b9e595809358e75ffceac556a2ba3"
"RequireActiveProject.tsx","src\guards\RequireActiveProject.tsx","src\guards","RealImplementation","23","355a55080aac356edef87b35a207a4edb47b70b094b1d1cb64be4149622821f1"
"projectReducer.ts","src\hooks\reducers\projectReducer.ts","src\hooks\reducers","Other","107","857c4383cf25824016a5410bf695c1c0ca85447f4d42cc826c6b5659658bd2d0"
"useClientRequests.ts","src\hooks\useClientRequests.ts","src\hooks","Other","30","ea078d9c3757827ac7438e77ebdbac5236399b163860007ecdc6f80a93d6cef4"
"useKeyboardShortcuts.ts","src\hooks\useKeyboardShortcuts.ts","src\hooks","Other","55","d1e49f1779777304554cf99b16130570e6f8ebee1cc95ea626f244b1e8d58745"
"useLocalStorage.ts","src\hooks\useLocalStorage.ts","src\hooks","Other","50","a103819f6bfffdc54a4f1202bacbec1a0403afb2c106bea7a6a5c594de6e31ea"
"useProjectGeneration.ts","src\hooks\useProjectGeneration.ts","src\hooks","RealImplementation","20","74fff7a467b35566c1629f700100f164432ccff21a2f95011f8a20f28a6dda46"
"useProjectManagement.ts","src\hooks\useProjectManagement.ts","src\hooks","Other","137","2123978d2fa5ddf02a84a1721c521b6f0e024e3e46730aec968eacf17c3c8b4a"
"useRoomWizard.ts","src\hooks\useRoomWizard.ts","src\hooks","Other","51","9024cb8b19512977b10ab01c8f0fce11dd465930824c7fbc31d3a31a7fb210ba"
"useServiceWorker.ts","src\hooks\useServiceWorker.ts","src\hooks","Other","46","0f7791d4fa5ac4881934bd597e7abd42558faaf152cc160bab24d4ff26455e08"
"useTheme.ts","src\hooks\useTheme.ts","src\hooks","Other","38","d869c2df31b20eb13fb80453496b90070b37f58f1ad9d7d7c83e054734443b16"
"useUndoRedo.ts","src\hooks\useUndoRedo.ts","src\hooks","Other","143","ebcf7ac9d91f0dff018e591c7629dfa54ad0aef8e478909e332936ab9a11d698"
"useUserProfile.ts","src\hooks\useUserProfile.ts","src\hooks","RealImplementation","14","b8538636b9ac45ce9202437a3872010054fc20200726c23ebfaf778842eb5ca9"
"useUserTemplates.ts","src\hooks\useUserTemplates.ts","src\hooks","Other","21","e97ac6e1bf3fde28fe7a5c8c24d45221f696b9c60c8c80ea7aff09c9e818508d"
"useWizardState.ts","src\hooks\useWizardState.ts","src\hooks","Other","37","ecc32cdc900c0b94dd69d867eef91692d9eb1802aad3ddb67523de2de3f12455"
"useWizardStepsAndValidation.ts","src\hooks\useWizardStepsAndValidation.ts","src\hooks","Other","32","c6d62e0c43101b956dcbf47166fa99bc9ca1f218c3922e2567bff33831b33139"
"extractRequirements.ts","src\import\extractRequirements.ts","src\import","RealImplementation","144","36929adfcfc23c32535b69c3a294e9fccce516a25d3f8185342345baacc0a1be"
"recommendWyrestorm.ts","src\import\recommendWyrestorm.ts","src\import","RealImplementation","138","52d2f930674a2014a3006b175e92f8b28bc3ddd14a9c645cab106191c9f5f453"
"textExtractors.ts","src\import\textExtractors.ts","src\import","RealImplementation","4","8e7f3e8dab483d5f12ec6a6df39a525761d3b5eea1cc7358a876f3e8da49c0c4"
"supabase.ts","src\lib\supabase.ts","src\lib","Other","12","73225f02fe574489369ab59ef7d776a002f75e9f51c651c6b7f7d18c521cc4ae"
"PublicAboutPage.tsx","src\pages\public\PublicAboutPage.tsx","src\pages\public","RealImplementation","334","4355d1e5c386d7bfbd4f047f468a2679a2d002249ab359fce588a87bb05fd35a"
"ProductCatalogPage.tsx","src\pages\tools\ProductCatalogPage.tsx","src\pages\tools","RealImplementation","10","8bc3e18cf8c6ce9e0fba26c21d8c87822ccce3d64a2349108d12c4261e951d62"
"AnalyticsPage.tsx","src\pages\AnalyticsPage.tsx","src\pages","RealImplementation","25","c2e1b02cbca6d71cc0f20934e457aebc9b176755d5e9ff3dd1c86e63d4088d20"
"ComparisonPage.tsx","src\pages\ComparisonPage.tsx","src\pages","RealImplementation","14","84c2d9f691b23ce6be44a7f53777e1f80cda7763107481b5afb813ce051b6cbd"
"GuidedProjectWizard.tsx","src\pages\GuidedProjectWizard.tsx","src\pages","RealImplementation","14","2577adb84dfa8b9a52ba71f11d35ea5326df6e0b7b4174236b9d8ab1ffeefb30"
"LoginPage.tsx","src\pages\LoginPage.tsx","src\pages","RealImplementation","11","7a481c8fb3a34cc31bcda847fa3565bf2a330265dd1a85a069b0a43e763a4298"
"ProjectOverviewPage.tsx","src\pages\ProjectOverviewPage.tsx","src\pages","RealImplementation","69","57ed5b230982315be933960bfe9421be1833e2169fa2631a42512bff53ab5ceb"
"PublicLandingPage.tsx","src\pages\PublicLandingPage.tsx","src\pages","RealImplementation","49","2403cad35cbe7d385ad99897c359caf50fde73349f0a59be98a4b581fd69a7c7"
"QuickQuestionPage.tsx","src\pages\QuickQuestionPage.tsx","src\pages","RealImplementation","75","85794b22778fbb36772581eeec28225bf423656e549a46d761e14737647bc6ce"
"SignupPage.tsx","src\pages\SignupPage.tsx","src\pages","RealImplementation","20","46052f23b4c4e81265ba869866fdacc2b58aeffdddc888eb34419d439d4fb301"
"TemplateBrowserScreen.tsx","src\pages\TemplateBrowserScreen.tsx","src\pages","RealImplementation","162","5dd470f354d3672a62e15227cdce3f4678a2d514f8a9a3314632c297e6916de0"
"WorkspaceHomePage.tsx","src\pages\WorkspaceHomePage.tsx","src\pages","RealImplementation","76","f1a45dae7fdb2e1d6e185cf5231ac5bcc64111a28e522f385387320781fc16d8"
"persist.ts","src\proposal\bom\persist.ts","src\proposal\bom","RealImplementation","49","5a856e4c55b380c99b9a2ac2a165d5fa909d35710fab7d408a196b6abf960e55"
"pricing.ts","src\proposal\bom\pricing.ts","src\proposal\bom","RealImplementation","18","e065ee758095ca2409eca54eae31f7d12d23c7c19b1bb77b8e92e14714a41758"
"QuoteCartAdapter.ts","src\proposal\bom\QuoteCartAdapter.ts","src\proposal\bom","RealImplementation","15","2e43c5b4307ccc1b505c25d2ea813aadf48c9122b761eff1eac1a8f298211a78"
"store.ts","src\proposal\bom\store.ts","src\proposal\bom","RealImplementation","61","e542b81c30015d64691f2efa408e9e4a4b11e3a724cc73c8fe824ed41ca5c121"
"types.ts","src\proposal\bom\types.ts","src\proposal\bom","Other","31","369b549fc38e1bc361afaf89d127ffda99983ea9cbc2a96ad7bbc4990686169b"
"QuoteCartService.ts","src\proposal\QuoteCartService.ts","src\proposal","RealImplementation","111","918b1e2d08f89f02a6638bff80d64accdea8aa4df5b95c3a54fa18f50a8ec414"
"competitor-compareComparisonService.ts","src\services\app\tools\competitor-compareComparisonService.ts","src\services\app\tools","RealImplementation","4","af407db152faff4656a5d55c1cde45233374f969806d0c55fb22eebd4f20abdf"
"competitor-compareComparisonService.tsx","src\services\app\tools\competitor-compareComparisonService.tsx","src\services\app\tools","RealImplementation","20","fd850d2dd6910219af827a230840b61fdc1027ee8ae63a31685485a9aed2016d"
"AuthService.ts","src\services\auth\AuthService.ts","src\services\auth","Other","106","ab17168608194ef6685dfe9ee00c1f20245425dfccc8e64bcfc55e2d3e8b5b5f"
"index.ts","src\services\auth\index.ts","src\services\auth","Other","7","8d7b6cbbe76010b3f901ee0e020ac566b407ca8fe1cc35ce63c1fdc8c879b6c4"
"PasswordManager.ts","src\services\auth\PasswordManager.ts","src\services\auth","RealImplementation","130","96922503229e1e8f61213080d513750c59cea5e26c5f099a7eb822baec19d71e"
"SessionManager.ts","src\services\auth\SessionManager.ts","src\services\auth","Other","67","78c4deb7c8913e1d40d1040907d89cba593faea0cdc5ae7759d71a2fc892bd47"
"types.ts","src\services\auth\types.ts","src\services\auth","Other","30","e6ef395f192761ab75603696a33a58a8d616c0a4481a0542166d9f54106b6918"
"UserManager.ts","src\services\auth\UserManager.ts","src\services\auth","Other","72","bce1a2873d469920167bd91bbb02c8c9d75e01ac82c8514914ea208ac21dee3a"
"DatabaseService.ts","src\services\database\DatabaseService.ts","src\services\database","Other","55","bf63899c99be210ef558d633d4b9762ab502bc43c2d24114956b97f06e5e0dc4"
"index.ts","src\services\database\index.ts","src\services\database","Other","99","1fe80806aa2965f2d909d6ff8940d92819ad394852a746a0b54dc19bce0654d1"
"ProjectStore.ts","src\services\database\ProjectStore.ts","src\services\database","Other","83","e4ad067c48122879dcd8b0c4e944d5f2bf695de9e5cb95bccc38f24803bf1904"
"StoresManagers.ts","src\services\database\StoresManagers.ts","src\services\database","Other","64","be2e9eef7242b9f8764bdfa0e9bdfd9cad1b9f78023d704d30baa68742eed4e8"
"TemplateStore.ts","src\services\database\TemplateStore.ts","src\services\database","Other","50","68fc0ef92228afc3b67c6da3b03e7287310c37d3eb78fc1602ea3758bcdb2ec4"
"types.ts","src\services\database\types.ts","src\services\database","Other","57","58d6dec7031947c339337d8565155570b221a385d4cc06b955d56c9a9dc2a785"
"docxExporterPro.ts","src\services\export\docxExporterPro.ts","src\services\export","Other","239","a5ca8ba2ab56328475a5293a217c1ba67c6f87b38d95d9bb8ef568163e407bc7"
"types.ts","src\services\export\types.ts","src\services\export","Other","8","cf1543f7c8eef3fdecdcd06647ff652e2e730c108f4cd658677a4b76486d173a"
"avoipLogic.ts","src\services\prompts\designRoom\avoipLogic.ts","src\services\prompts\designRoom","Other","15","441635d028c4a8b011c7580bd839cd858fcfb817802c2e0a99f0fae4afcf6826"
"controlSystemLogic.ts","src\services\prompts\designRoom\controlSystemLogic.ts","src\services\prompts\designRoom","Other","19","332c7d40dfdd56466a14f60fbc20e760d9c18dddb045050ef2a9fc1fa5a40bb1"
"corePrinciples.ts","src\services\prompts\designRoom\corePrinciples.ts","src\services\prompts\designRoom","Other","12","ba2f8268ba01fc9a9fe17ca002ff576e4be250972584e332bb2bb9832537b866"
"featureDrivenDesign.ts","src\services\prompts\designRoom\featureDrivenDesign.ts","src\services\prompts\designRoom","Other","8","f8562e4117eed3190be247a85172785dc7b9e82559fca449a3e36c19e32196bf"
"infrastructureLogic.ts","src\services\prompts\designRoom\infrastructureLogic.ts","src\services\prompts\designRoom","Other","80","00bc3ea2a2cb0597f6bcd1f27dbf5bb9a2d53e1025d51ee754fcd92e58527c89"
"minimalism.ts","src\services\prompts\designRoom\minimalism.ts","src\services\prompts\designRoom","Other","44","7987e1e163c9d24596369d9730f217c5722da3d2731e600a320d645693e7cc73"
"productCompatibility.ts","src\services\prompts\designRoom\productCompatibility.ts","src\services\prompts\designRoom","Other","15","cdb8a949abf827fcccc02e52a6d506afb880e3c114cca4c295fed5938643f442"
"productConsolidation.ts","src\services\prompts\designRoom\productConsolidation.ts","src\services\prompts\designRoom","RealImplementation","11","23ae1dbdd7443e04df709c3f74f5e6852b31bd68ef3c2b55ae62c3dd8fd37f05"
"productGranularity.ts","src\services\prompts\designRoom\productGranularity.ts","src\services\prompts\designRoom","Other","27","7a9a7a1f91cd231b6b8a2e2ec63f426cc2adc4f1ba702137355d85e2f8394d0a"
"roomApplicationLogic.ts","src\services\prompts\designRoom\roomApplicationLogic.ts","src\services\prompts\designRoom","Other","21","8c8b70ecdbf85053cc39d8555be9847b11672c10ed9a27e1cee7f9e344275e02"
"signalExtensionLogic.ts","src\services\prompts\designRoom\signalExtensionLogic.ts","src\services\prompts\designRoom","Other","13","6db4e90cc428f810929c12b84bc3f50710f62abeae065af19241ed1f97351989"
"skuConventions.ts","src\services\prompts\designRoom\skuConventions.ts","src\services\prompts\designRoom","Other","44","d2ae4411adbab4bdf1db14fed63f27c75226b00dccd44a86a0afc8ecd6582b44"
"tieredDesignLogic.ts","src\services\prompts\designRoom\tieredDesignLogic.ts","src\services\prompts\designRoom","Other","20","30adcc78b7c0472cfcc53e6b8a1a3384b6149308e123031b86648e51d990ffb1"
"ucLogic.ts","src\services\prompts\designRoom\ucLogic.ts","src\services\prompts\designRoom","Other","29","7d740cb1925791e8917a36bfaefbd52b53b86f29f983639ebf9f79ed78a1f71f"
"videoWallLogic.ts","src\services\prompts\designRoom\videoWallLogic.ts","src\services\prompts\designRoom","Other","27","df6312036e0a9cae7a401f1d5ad11a02fe2310d0ad3ad129f40bf2351d36c23b"
"designRoomPrompt.ts","src\services\prompts\designRoomPrompt.ts","src\services\prompts","Other","79","3e282798663e01bf842af6d99e263f464c699e75b4e7655d5acfeefbe9b760f4"
"generateProposalPrompt.ts","src\services\prompts\generateProposalPrompt.ts","src\services\prompts","Other","26","86c655e3da5b6d2a708535e65eebaf1ecb78faaa5447a8fa432860f2a7f6e9e5"
"schemas.ts","src\services\schemas\schemas.ts","src\services\schemas","Other","261","0a3805e28abf20ef9dbe238f37dec8b3ef821c60b290d2dccb815557fe4ae2ef"
"wyrestormSkuCatalog.2026.ts","src\services\sku\wyrestormSkuCatalog.2026.ts","src\services\sku","Other","937","4a733afa4335a0676a71878680aa32cab41f0f3a9b6adcbdb38b701af6a8b796"
"assistantService.ts","src\services\assistantService.ts","src\services","RealImplementation","15","348a2ec41772f1658564380ffc0efef432b12c4c60f9d1d5432eb2679c98a1eb"
"competitorComparisonService.ts","src\services\competitorComparisonService.ts","src\services","Other","2","5a9941fb52526c1d9cf8ab1cf6dae9bef56384da872b427d2f52a25b597084d9"
"localizationService.ts","src\services\localizationService.ts","src\services","Other","44","f6cd17d3a0552d53e1788884e3402247727d2dc4e8c23329c62f3d5fae4484c2"
"productService.ts","src\services\productService.ts","src\services","RealImplementation","4","3521897ade6aa3e55fe116194a42bc4e59488c22b9ceedc4fa5ed9424e601745"
"projectAnalysisService.ts","src\services\projectAnalysisService.ts","src\services","RealImplementation","4","8655199aa81f680352e06818216868596430146af72b3e5ca5a76313545d0487"
"proposalService.ts","src\services\proposalService.ts","src\services","RealImplementation","4","dae33a76e274e124b83cc2fef3b75b8159f2d0dc829482b624ce00f22b70a8f3"
"roomDesignerService.ts","src\services\roomDesignerService.ts","src\services","RealImplementation","4","63a808f11fe2065a17ada6f1c56cdb95a3c3eb1ae3e5bd69ad093451242f7756"
"schemas.ts","src\services\schemas.ts","src\services","WrapperOrReExport","2","b61e4c91cffcf17c1fe8d4ec899adbeb2674ffdf6702f2452368b98c6e85d981"
"videoService.ts","src\services\videoService.ts","src\services","RealImplementation","12","bdc5106efc25f403eaeb710067ae8a800beceb6fcf38329aa2a8f00a314d1a59"
"projectsStore.ts","src\state\app\projectsStore.ts","src\state\app","WrapperOrReExport","2","725dcf74278a70931a70a459bb83ba7060ea745243514befeadec573694d6d12"
"defaults.ts","src\state\defaults.ts","src\state","Other","52","f13e362a7d28cbf3525bb9cf20d8b84fd5a6fa5e16eb1de72f2fc02a7a0b477c"
"index.ts","src\state\index.ts","src\state","WrapperOrReExport","3","9623ea3b713339cc44590cf358a1b82b1e2e7d6ec56edd744e45b620fc7c5e05"
"projectsStore.ts","src\state\projectsStore.ts","src\state","RealImplementation","89","33ec0035752c61b6da6669c0965495e823a9de50ddfb0b6e24360ef74a301aa3"
"types.ts","src\state\types.ts","src\state","Other","70","c3cad50c18054f0bfc97fc556c80174795d18f67db7ffb4e34c1fae407ba30c1"
"userStore.ts","src\state\userStore.ts","src\state","Other","12","b6099ce51ddd05ba589d63059e69bbb119b5a95f7a5d3e553210df52a7297a13"
"useWingman.ts","src\state\useWingman.ts","src\state","RealImplementation","15","6e1fdb8a637e7ddb60daf122902870e0a861825752004136fb38bb1bfa0fc65e"
"wingmanStore.ts","src\state\wingmanStore.ts","src\state","RealImplementation","124","53fe9cceb75d6988d4aa8db48086ff6d3ea04c73e31d3b82167c9d9664f3569b"
"components.css","src\styles\components.css","src\styles","Other","55","b0c94c6af4118239d37e0218772b25fc77220f14de9a6773cafa97719323e0b7"
"globals.css","src\styles\globals.css","src\styles","Other","51","65f6b419a350d553781aa4c8d44dcd5e9fa82bf85ba09873e0b775eed54e2114"
"index.css","src\styles\index.css","src\styles","Other","150","b50cd1bc99f820540831d92b861113c19f9f9875588d86cfb2acee252e675834"
"layout-standard.css","src\styles\layout-standard.css","src\styles","Other","57","2deee9ee03cbd742940b8c11a012ff17c2256f0ec691765319a8823850cf94b2"
"overrides.css","src\styles\overrides.css","src\styles","Other","447","293093089bd760153fd8abf4f230608fec9d870f811f80bdaeba4b157e6aa610"
"polish.css","src\styles\polish.css","src\styles","Other","2","1cb1e94ff25672075af9e2a8d887b280908d2e5f6577d3375b4dd62673009071"
"tokens.classic.css","src\styles\tokens.classic.css","src\styles","Other","40","eabd0882f46c645ee77d0e909f014f8b1be260849efd442d7cf6016b61630039"
"tokens.css","src\styles\tokens.css","src\styles","Other","144","5fd16bc9ee772168bbe80074e940f2c4dfd15c6bc4f5a9bd2def4c313e909ade"
"utilities.css","src\styles\utilities.css","src\styles","Other","1","60ba1138027ca8f9a54f4e52ae06bc95b4350a43439f70cff1d77751fafeea41"
"wingman-brand.tokens.css","src\styles\wingman-brand.tokens.css","src\styles","Other","29","69bda32a7149894f481170de72b3e3c752f252ac4654dbfc20646fe7710301a2"
"wingman-commercial.css","src\styles\wingman-commercial.css","src\styles","Other","224","4038f94482456cf5a1cd02f8eb196257752879c2f4fbbe382029bc93e6ec7a56"
"wingman-compact-density.css","src\styles\wingman-compact-density.css","src\styles","Other","15","e0fbba99b1475bf6c479ff892deaf8c3204c35920374bbf283eddbd3de8e8710"
"wingman-theme.css","src\styles\wingman-theme.css","src\styles","Other","180","03bf120f4a3f76761eb8c0c799c6570443cd056c25f13c3589cf358abc7c28f0"
"wingman-ui.consistency.css","src\styles\wingman-ui.consistency.css","src\styles","Other","1374","79b8266bc03ad2553f05046c82c297581f155482151c7edc1c44aeb48ad2e06b"
"wingman-ui.css","src\styles\wingman-ui.css","src\styles","Other","661","c80388d91e6be5f8854d17e82313e9f949d69fd6c05d8ab5b940a47d66703294"
"wm-dashboard.css","src\styles\wm-dashboard.css","src\styles","Other","16","d497d49d79f85375ed42b594d05342a14a64c7104a8838987e5f986ea0a172b3"
"wm-export.css","src\styles\wm-export.css","src\styles","Other","340","8c3ac55d04de9dde1aba61f59a492cfd6048e98fef20114e7eccbc26bcc4afac"
"wm-shell.css","src\styles\wm-shell.css","src\styles","Other","54","989899133ee1eba9c5efd0de4d64d2db2d5b752f9311e39a56ebb1fbd5496531"
"trainingModules.ts","src\training\trainingModules.ts","src\training","Other","163","8c7aa54e6c1202ba5550bebb20a0677c38fc4f07d2c0ad8b9fb9f1c679452a0c"
"react-window.d.ts","src\types\react-window.d.ts","src\types","Other","2","0dda902a64f33a8ee7d0528a3cc541f6993eb319638c66950ddf71b9b8269290"
"BrandMark.tsx","src\ui2\branding\BrandMark.tsx","src\ui2\branding","RealImplementation","31","5d1760a76f9b4f714d40f322d086cbccae20d0b1ea6ce01da3f2d0f58dd701d9"
"WingmanLogo.tsx","src\ui2\branding\WingmanLogo.tsx","src\ui2\branding","RealImplementation","20","4c62cf6834193d0214996ce3173adc95a7a72acf1ea2f343da32150b247267ff"
"CollapsibleCard.tsx","src\ui2\components\CollapsibleCard.tsx","src\ui2\components","RealImplementation","101","d7d700503b485096e0396a3ab4cae0c24c0a04ca7b306033b96b788116256616"
"PageHeader.tsx","src\ui2\components\PageHeader.tsx","src\ui2\components","RealImplementation","24","2e7a1b99fc36cb0bf36a3400b8410edb3d18d7fa1f8b1e5508010688140bed38"
"PageScaffold.tsx","src\ui2\components\PageScaffold.tsx","src\ui2\components","RealImplementation","47","9526fd82fcd586c44c40ccaee230f7a1c7aca0de8db32b853031a5f4c1789639"
"PrimaryPanel.tsx","src\ui2\components\PrimaryPanel.tsx","src\ui2\components","RealImplementation","51","552ab5bf3437279b1629b2735f9899f270657fe011356d8485e2753b4e69f223"
"WmButton.tsx","src\ui2\components\WmButton.tsx","src\ui2\components","RealImplementation","12","808c7aaa357ca9ddaf63876b4e203a3d3bba96a580d27093e699a23601e9e6de"
"UiScaleControl.tsx","src\ui2\controls\UiScaleControl.tsx","src\ui2\controls","RealImplementation","73","2bd6f4725dc6422c28680698e0c3c0b0cde26641ce7330eaba3a40a8315d33d3"
"navIcons.tsx","src\ui2\icons\navIcons.tsx","src\ui2\icons","RealImplementation","113","747f85074967a8e807b706ade06fb904b76c9998402659eef10da2bdf28b41b8"
"MissionControlNav.tsx","src\ui2\nav\MissionControlNav.tsx","src\ui2\nav","RealImplementation","59","edea54067faba3b563e8c6462448295d0b9da3e6b5ad48490fc1901dc8b65ad1"
"workspaceNavModel.ts","src\ui2\nav\workspaceNavModel.ts","src\ui2\nav","RealImplementation","136","b0f3fe3442fa17c220b567f921810dc7900d8a9e5654e129107c9527c03a7bb4"
"WorkspaceSidePanel.tsx","src\ui2\nav\WorkspaceSidePanel.tsx","src\ui2\nav","RealImplementation","120","88bb204686e356832afaf896211938f56432faf53fa5a0bb2ae60e824292ac02"
"theme.ts","src\ui2\theme\theme.ts","src\ui2\theme","RealImplementation","30","b66d70c01bfee1851c024e7c294870e28134f730a675f223c1a9623cc69c4e44"
"cableSpecs.ts","src\utils\cableRouting\cableSpecs.ts","src\utils\cableRouting","RealImplementation","85","20799db42bd46f6d49c708c82bae38f37e44625c71db67d44d6f4e219df5c1b0"
"cableTypeSelector.ts","src\utils\cableRouting\cableTypeSelector.ts","src\utils\cableRouting","RealImplementation","52","18bf101df6695f531332a2edad4b0bc7e9e93de2ae7860036924c9f395669a6a"
"costCalculator.ts","src\utils\cableRouting\costCalculator.ts","src\utils\cableRouting","RealImplementation","75","5cd439156e0465b311d7889fa9e8c92688ff06010293f0b70d2e76cb41459d7c"
"distanceCalculator.ts","src\utils\cableRouting\distanceCalculator.ts","src\utils\cableRouting","RealImplementation","49","f492cef7f87c596e71cc0c7cf4b751ca59b3581a1fe90acdbef08deeab73e12c"
"index.ts","src\utils\cableRouting\index.ts","src\utils\cableRouting","Other","25","83096d400054cfa201b05a249201fda0271d10cc939cbbd5166ed04239a3095f"
"roomCableRouter.ts","src\utils\cableRouting\roomCableRouter.ts","src\utils\cableRouting","RealImplementation","139","fb693e308b9e47b9f9c86e20b1a73fa51a8d371b8c28e66c1f57582e64641732"
"technologyAnalyzer.ts","src\utils\cableRouting\technologyAnalyzer.ts","src\utils\cableRouting","RealImplementation","83","86df5304a0767d4352f3b2b9bb409417955da6387268b01bbb55834667b682dc"
"types.ts","src\utils\cableRouting\types.ts","src\utils\cableRouting","Other","47","5201c5a08dff80d20267b42f872f262cc7321ceaf3f34ba033ff00513e4f61fa"
"api.ts","src\utils\types\api.ts","src\utils\types","Other","28","f353d9b3502de1e5f374b476feb032f113fa692bceb7bf98178f40916d484fa9"
"chat.ts","src\utils\types\chat.ts","src\utils\types","Other","5","5346b13f58f34138a7e1ca2ee69bdd8e386d11200c0a26fdd658388aeed90db9"
"common.ts","src\utils\types\common.ts","src\utils\types","Other","4","ec0d2ab3da8b27f1e38a5817f7dc6aac2075c5b5a3004ca8dd35b210361fae7a"
