sku,product_name,family,product_type,role,lifecycle_status,do_not_spec,successor,inputs,outputs,transport_type,resolution_bandwidth,usb,audio,control,network_requirement,dependencies,compatible_families,application_fit,disqualifiers,quote_warnings,evidence_source,last_reviewed,reviewer
NHD-150-RX,NetworkHD 100 Series 4K60 4:2:0 MultiView Processor - WyreStorm,NetworkHD 100,AV-over-IP,primary-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-150-rx/,2026-06-28,Wingman source migration (review required)
NHD-250-RX,NetworkHD 200 Series AV over IP H.264 MultiView Processor - WyreStorm,NetworkHD 200,AV-over-IP,primary-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-250-rx/,2026-06-28,Wingman lifecycle migration
NHD-300-TX,NetworkHD 300 Series 1080p AV over IP H.264 Open Standards Encoder - WyreStorm,NetworkHD 400,AV-over-IP,endpoint-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-300-tx/,2026-06-28,Wingman lifecycle migration
NHD-400-DNT-TX,NetworkHD 400 Series 4K AV over IP JPEG 2000 Encoder with Dante - WyreStorm,NetworkHD 400,AV-over-IP,primary-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-400-dnt-tx/,2026-06-28,Wingman lifecycle migration
NHD-400-E-RX,NetworkHD 400 Series 4K AV over IP JPEG 2000 Decoder - WyreStorm,NetworkHD 400,AV-over-IP,primary-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-400-e-rx/,2026-06-28,Wingman lifecycle migration
NHD-400-E-TX,NetworkHD 400 Series 4K AV over IP JPEG 2000 Encoder - WyreStorm,NetworkHD 400,AV-over-IP,primary-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-400-e-tx/,2026-06-28,Wingman lifecycle migration
NHD-400-RX,4K AV Over IP - NetworkHD™ 400 Series| WyreStorm,NetworkHD 400,AV-over-IP,primary-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-400-rx/,2026-06-28,Wingman lifecycle migration
NHD-400-TX,NetworkHD 400 Series 4K AV over IP JPEG 2000 Encoder - WyreStorm,NetworkHD 400,AV-over-IP,primary-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-400-tx/,2026-06-28,Wingman lifecycle migration
NHD-400-TX-IW,NetworkHD 400 Series In-Wall 4K AV over IP JPEG 2000 Encoder - WyreStorm,NetworkHD 400,AV-over-IP,primary-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-400-tx-iw/,2026-06-28,Wingman lifecycle migration
NHD-500,NetworkHD 500 Series 4K60 4:4:4 JPEG2000 Encoder & Decoder - WyreStorm,NetworkHD 500,AV-over-IP,primary-hardware,review,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-500/,2026-06-28,Wingman source migration (review required)
NHD-500-DNT-TX,NetworkHD 500 Series 4K60 4:4:4 JPEG2000 Encoder with Dante Audio - WyreStorm,NetworkHD 500,AV-over-IP,primary-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-500-dnt-tx/,2026-06-28,Wingman source migration (review required)
NHD-500-E,NetworkHD 500 Series Lite 4K60 4:4:4 JPEG2000 Encoder & Decoder - WyreStorm,NetworkHD 500,AV-over-IP,review-required,review,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-500-e/,2026-06-28,Wingman source migration (review required) Source-hygiene correction 2026-06-28: parent range row - exact NHD-500-E-RX and NHD-500-E-TX rows should carry endpoint stories.
NHD-500-E-RX,Lite 4K60Hz 4:4:4 Decoder,NetworkHD AVoIP,AVoIP,endpoint-hardware,active,false,,,,AVoIP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
NHD-500-E-TX,Lite 4K60Hz 4:4:4 Encoder,NetworkHD AVoIP,AVoIP,endpoint-hardware,active,false,,,,AVoIP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
NHD-500-IW-TX,NetworkHD 500 Series 4K60 4:4:4 JPEG2000 In-Wall Encoder - WyreStorm,NetworkHD 500,AV-over-IP,system-controller,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-500-iw-tx/,2026-07-04,Wingman lifecycle correction (reverted; superseded by NHD-500-IW-TX-V2)
NHD-500-IW-TX-V2,NetworkHD 500 Series 4K60 4:4:4 JPEG2000 In-Wall Encoder - WyreStorm,NetworkHD 500,AV-over-IP,system-controller,active,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-500-iw-tx-v2/,2026-06-28,Wingman source migration (review required)
NHD-500-RX,4K60Hz 4:4:4 Decoder,NetworkHD AVoIP,AVoIP,endpoint-hardware,active,false,,,,AVoIP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
NHD-500-T,NetworkHD 500 Series 4K60 4:4:4 JPEG2000 TAA Compliant Encoder & Decoder - WyreStorm,NetworkHD 500,AV-over-IP,primary-hardware,review,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-500-t/,2026-06-28,Wingman source migration (review required)
NHD-500-TX,4K60Hz 4:4:4 Encoder,NetworkHD AVoIP,AVoIP,endpoint-hardware,active,false,,,,AVoIP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
NHD-500-TXRX-V2,WyreStorm NHD-500-TX/RX V2 4K60 Encoder & Decoder with JPEG2000,NetworkHD 500,AV-over-IP,endpoint-hardware,review,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-500-tx-rx-v2/,2026-06-28,Wingman source migration (review required)
NHD-510-TX,WyreStorm NHD-510-TX 4K60 JPEG2000 AV over IP Encoder with USB-C,NetworkHD 500,AV-over-IP,endpoint-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-510-tx/,2026-06-28,Wingman source migration (review required)
NHD-600-E-RX,4K60 4:4:4 SDVoE Decoder with Zero-Latency Video and PoE+ Power,NetworkHD 600,AV-over-IP,endpoint-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
NHD-600-E-TX,4K60 4:4:4 SDVoE Encoder with Zero-Latency Video and PoE+ Power,NetworkHD 600,AV-over-IP,endpoint-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
NHD-600-E-TXRX,WyreStorm NHD-600-E-TX/RX 4K60 SDVoE AV over IP Encoder & Decoder,NetworkHD 600,AV-over-IP,endpoint-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-600-e-tx-rx/,2026-06-28,Wingman source migration (review required)
NHD-600-RX,NetworkHD 600 Series 4K HDR Premium AV over IP SDVoE Decoder - WyreStorm,NetworkHD 600,AV-over-IP,endpoint-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-600-rx/,2026-06-28,Wingman lifecycle migration
NHD-600-TRX,NetworkHD 600 Series 4K60 4:4:4 10GbE SDVoE Transceiver - WyreStorm,NetworkHD 600,AV-over-IP,endpoint-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-600-trx/,2026-06-28,Wingman source migration (review required)
NHD-600-TRXF,NetworkHD 600 Series 4K60 4:4:4 10Gb SDVoE Fiber Transceiver - WyreStorm,NetworkHD 600,AV-over-IP,primary-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-600-trxf/,2026-06-28,Wingman source migration (review required)
NHD-600-TX,NetworkHD 600 Series 4K HDR Premium AV over IP SDVoE Encoder - WyreStorm,NetworkHD 600,AV-over-IP,endpoint-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-600-tx/,2026-06-28,Wingman lifecycle migration
NHD-610,NetworkHD 610 Series 4K60 10GbE SDVoE Encoder & Decoder - WyreStorm,NetworkHD 600,AV-over-IP,primary-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-610/,2026-06-28,Wingman lifecycle migration
NHD-610-RX,4K60Hz 4:4:4 SDVoE Decoder,NetworkHD AVoIP,AVoIP,endpoint-hardware,active,false,,,,AVoIP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
NHD-610-TX,4K60Hz 4:4:4 SDVoE Encoder,NetworkHD AVoIP,AVoIP,endpoint-hardware,review,false,,,,AVoIP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
NHD-610-TX-V2,WyreStorm NHD-610-TX V2 4K60 SDVoE AV over IP Encoder with Dante,NetworkHD 600,AV-over-IP,endpoint-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-610-tx-v2/,2026-06-28,Wingman source migration (review required)
NHD-CTL-PRO,Pro Controller for NetworkHD - WyreStorm,NetworkHD Accessory,AV-over-IP accessory,system-controller,discontinued,true,,,,AV-over-IP accessory,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-ctl-pro/,2026-06-28,Wingman lifecycle migration
NHD-CTL-PRO-T,Pro Controller for NetworkHD Series TAA Compliant - WyreStorm,NetworkHD Accessory,AV-over-IP accessory,system-controller,discontinued,true,,,,AV-over-IP accessory,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-ctl-pro-t/,2026-06-28,Wingman source migration (review required)
NHD-CTL-PRO-V2,Pro Controller for NetworkHD Series - WyreStorm,NetworkHD Accessory,AV-over-IP accessory,system-controller,active,false,,,,AV-over-IP accessory,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-ctl-pro-v2/,2026-07-04,Wingman lifecycle correction (confirmed active 2026-07-04)
NHD-RACK-1U,1U/2 Slot Rack Mount for NetworkHD 100/500/600 Series - WyreStorm,NetworkHD Accessory,AV-over-IP accessory,rack-mount,discontinued,true,,,,AV-over-IP accessory,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-rack-1u/,2026-06-28,Wingman source migration (review required)
NHD-RACK4-BLK,Accessory for the NHD-000-RACK4 6U/12 Slot Rack Mount - WyreStorm,NetworkHD Accessory,AV-over-IP accessory,accessory,discontinued,true,,,,AV-over-IP accessory,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-rack4-blk/,2026-06-28,Wingman source migration (review required)
NHD-TOUCH,"Touchscreen Control for NetworkHD 100, 400, 500 & 600 Series - WyreStorm",NetworkHD Accessory,AV-over-IP accessory,system-controller,discontinued,true,,,,AV-over-IP accessory,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-touch/,2026-06-28,Wingman source migration (review required)
NHD-TOUCHPLUS,Touchscreen control application for NetworkHD 110 Series - WyreStorm,NetworkHD Accessory,AV-over-IP accessory,system-controller,discontinued,true,,,,AV-over-IP accessory,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-touchplus/,2026-06-28,Wingman source migration (review required)
NHD-USB-TRX,USB 2.0 Over IP Transceiver - WyreStorm,NetworkHD Accessory,AV-over-IP accessory,endpoint-hardware,active,false,,,,AV-over-IP accessory,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-usb-trx/,2026-06-28,Wingman source migration (review required)
OFFICE-KIT,"WyreStorm FOCUS Webcam & HALO Speakerphone, Office Kits",Speaker,Audio,primary-hardware,review,false,,,,Audio,,,,,,,,,,,https://www.wyrestorm.com/product/office-kit/,2026-06-28,Wingman source migration (review required)
PSU-12V-3A,External Universal 12W Power Supply - 12V 3A - WyreStorm,Cable,Cables,power-accessory,review,false,,,,Cables,,,,,,,,,,,https://www.wyrestorm.com/product/psu-12v-3a/,2026-06-28,Wingman source migration (review required)
RX-35-POH,35m 4K HDBaseT Receiver - WyreStorm,Extender,Extension,endpoint-hardware,active,false,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/rx-35-poh/,2026-06-28,Wingman source migration (review required)
RX-500,4K60Hz (4:2:0 8bit) HDBaseT 2.0 Receiver,Camera / Capture,HDBaseT extender,primary-hardware,active,false,,,,HDBaseT extender,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
RX-70-4K,70m 4K HDBaseT Receiver - WyreStorm,Extender,Extension,endpoint-hardware,active,false,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/rx-70-4k/,2026-06-28,Wingman source migration (review required)
RX-70-4K-ARC,70m 4K HDBaseT Receiver with ARC - WyreStorm,Extender,Extension,endpoint-hardware,active,false,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/rx-70-4k-arc/,2026-06-28,Wingman source migration (review required)
RX-70-4K-SCL,70m 4K HDBaseT Scaling Receiver with Downscaling - WyreStorm,Extender,Extension,endpoint-hardware,discontinued,true,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/rx-70-4k-scl/,2026-06-28,Wingman lifecycle migration
RX-700,100m 4K60 HDBaseT DSC Receiver with USB - WyreStorm,Cable,Cables,primary-hardware,active,false,,,,Cables,,,,,,,,,,,https://www.wyrestorm.com/product/rx-700/,2026-06-28,Wingman source migration (review required)
RX3-100,"4K HDR 4:4:4 60Hz HDBaseT3.0 Receiver with USB Device Inputs, Audio De-embed & PoH 100m/328ft over Cat6 - WyreStorm",Extender,Extension,primary-hardware,active,false,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/rx3-100/,2026-06-28,Wingman source migration (review required)
RXF-300-4K,4K HDR 4:4:4 60Hz HDBaseT Receiver with 2-Way IR and PoH (4K: 35m/115ft) - WyreStorm,Extender,Extension,endpoint-hardware,discontinued,true,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/rxf-300-4k/,2026-06-28,Wingman lifecycle migration
RXV-35-4K,35m 4K60 HDBaseT Receiver for MXV - WyreStorm,Extender,Extension,endpoint-hardware,active,false,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/rxv-35-4k/,2026-06-28,Wingman source migration (review required)
RXV-35-SCL,Scaling 35m 4K60 HDBaseT Receiver for MXV - WyreStorm,Extender,Extension,endpoint-hardware,active,false,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/rxv-35-scl/,2026-06-28,Wingman source migration (review required)
RXV-70-4K,70m 4K60 HDBaseT Receiver - WyreStorm,Extender,Extension,endpoint-hardware,discontinued,true,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/rxv-70-4k/,2026-06-28,Wingman lifecycle migration
RXV-70-4K-ARC,70m 4K60 HDBaseT Receiver with ARC - WyreStorm,Extender,Extension,endpoint-hardware,active,false,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/rxv-70-4k-arc/,2026-06-28,Wingman source migration (review required)
RXV-70-4K-G2,4K60Hz 4:4:4 HDBaseT Receiver,Extender / HDBaseT,HDBaseT extender,endpoint-hardware,active,false,,,,HDBaseT extender,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
RXV-70-G2-SCL,4K60Hz 4:4:4 HDBaseT Scaling Receiver,Extender / HDBaseT,HDBaseT extender,endpoint-hardware,active,false,,,,HDBaseT extender,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
SP-0102-H2,4K60 1:2 HDMI Splitter - WyreStorm,Unclassified,General AV,primary-hardware,discontinued,true,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/sp-0102-h2/,2026-06-28,Wingman lifecycle migration
SP-0104-H2,4K HDMI Splitter – High-Quality HDMI Signal Distribution,Unclassified,General AV,primary-hardware,active,false,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/sp-0104-h2/,2026-06-28,Wingman source migration (review required)
SP-0108-SCL,4K HDR 1:8 Splitter with Scaling Outputs - WyreStorm,Amplifier,Audio,primary-hardware,active,false,,,,Audio,,,,,,,,,,,https://www.wyrestorm.com/product/sp-0108-scl/,2026-06-28,Wingman source migration (review required)
SP-618,4K60 1:8 Scaling HDMI Splitter - WyreStorm,Amplifier,Audio,primary-hardware,discontinued,true,,,,Audio,,,,,,,,,,,https://www.wyrestorm.com/product/sp-618/,2026-06-28,Wingman lifecycle migration
SR-10G-MM-SFPP,10G SFP+ Multimode Transceiver - WyreStorm,Unclassified,General AV,endpoint-hardware,do-not-spec,true,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/sr-10g-mm-sfpp/,2026-06-28,Wingman source migration (review required)
SR-1G-MM-SFP,1G SFP Multimode Transceiver - WyreStorm,Unclassified,General AV,endpoint-hardware,do-not-spec,true,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/sr-1g-mm-sfp/,2026-06-28,Wingman source migration (review required)
SW-0204-VW,4K60Hz 4-Output Video Wall Processor - WyreStorm,Video Wall Processor,Video Wall,primary-hardware,active,false,,,,Video Wall,,,,,,,,,,,https://www.wyrestorm.com/product/sw-0204-vw/,2026-06-28,Wingman source migration (review required)
SW-0206-VW,WyreStorm SW-0206-VW 4K60 Video Wall Processor,Video Wall Processor,Video Wall,primary-hardware,active,false,,,,Video Wall,,,,,,,,,,,https://www.wyrestorm.com/product/sw-0206-vw/,2026-06-28,Wingman source migration (review required)
SW-0401-H2,WyreStorm Essentials 4K60 4x1 HDMI Switcher - WyreStorm,Presentation Switcher,Presentation switching,primary-hardware,active,false,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/exp-sw-0401-h2/,2026-06-28,Wingman source migration (review required)
SW-0X01-8K,WyreStorm Essentials 8K60 HDMI Switcher - WyreStorm,Presentation Switcher,Presentation switching,review-required,review,false,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/exp-sw-0x01-8k/,2026-06-28,Wingman source migration (review required) Source-hygiene correction 2026-06-28: range page - not an exact saleable lead-story SKU.
SW-120-TX3,Synergy 2-input 4K60Hz HDBaseT 3.0 Switching Transmitter with USB-C Charging and CEC Trigger - WyreStorm,Presentation Switcher,Presentation switching,primary-hardware,active,false,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/sw-120-tx3/,2026-06-28,Wingman source migration (review required)
SW-120-TX3-UK,Synergy 2-Input 4K60Hz HDBaseT 3.0 In-Wall Transmitter - WyreStorm,Presentation Switcher,Presentation switching,primary-hardware,active,false,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/sw-120-tx3-uk/,2026-06-28,Wingman source migration (review required)
SW-120-TX3-US,Synergy 2-Input 4K60Hz HDBaseT 3.0 In-Wall Transmitter - WyreStorm,Presentation Switcher,Presentation switching,primary-hardware,do-not-spec,true,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/sw-120-tx3-us/,2026-06-28,Wingman source migration (review required)
SW-130-TX,35m 4K HDBaseT Receiver with USB - WyreStorm,Presentation Switcher,Presentation switching,review-required,review,false,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/rx-500/,2026-06-28,Wingman source migration (review required) Source-hygiene correction 2026-06-28: polluted RX-500 receiver copy and URL.
SW-130-TX-UK,3-Input In-wall HDBaseT Transmitter (2-gang UK) - WyreStorm,Presentation Switcher,Presentation switching,primary-hardware,active,false,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/sw-130-tx-uk/,2026-06-28,Wingman source migration (review required)
SW-130-TX-US,3-Input In-wall HDBaseT Transmitter (2-gang US) - WyreStorm,Presentation Switcher,Presentation switching,primary-hardware,do-not-spec,true,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/sw-130-tx-us/,2026-06-28,Wingman source migration (review required)
SW-220-TX-W,Wireless Presentation System for Seamless Presentations,Presentation Switcher,Presentation switching,primary-hardware,active,false,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/sw-220-tx-w/,2026-06-28,Wingman source migration (review required)
SW-510-TX,Synergy TM 4-input 4K60Hz 4:2:0 HDBaseT TM Switcher,Presentation / Room Core,HDBaseT extender,primary-hardware,active,false,,,,HDBaseT extender,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
SW-515-RX,Synergy TM 3-input 4K60Hz 4:2:0 HDBaseT TM Switching Receiver,Presentation / Room Core,HDBaseT extender,primary-hardware,active,false,,,,HDBaseT extender,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
SW-540-TX-W,4x2 4K HDBaseT Switcher with Wireless Casting - WyreStorm,Presentation Switcher,Presentation switching,primary-hardware,discontinued,true,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/sw-540-tx-w/,2026-06-28,Wingman lifecycle migration
SW-620-TX-W,Wireless Conferencing Solutions for Seamless Communication,Presentation Switcher,Presentation switching,primary-hardware,active,false,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/sw-620-tx-w/,2026-06-28,Wingman source migration (review required)
SW-640L-TX-W,Wireless Conferencing Solutions for Seamless Communication,Presentation Switcher,Presentation switching,primary-hardware,active,false,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/sw-640l-tx-w/,2026-06-28,Wingman source migration (review required)
SWX-100-HDBT3,SW-120-TX3 Transmitter and RX3-100 Receiver Kit - WyreStorm,Extender,Extension,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/swx-100-hdbt3/,2026-06-28,Wingman source migration (review required)
SWX-100-IW-UK,In-Wall Kit with the SW-120-TX3-UK Transmitter and RX3-100 Receiver - WyreStorm,Extender,Extension,endpoint-hardware,do-not-spec,true,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/swx-100-iw-uk/,2026-06-28,Wingman source migration (review required)
SWX-100-IW-US,In-Wall Kit with the SW-120-TX3-US Transmitter and RX3-100 Receiver - WyreStorm,Extender,Extension,endpoint-hardware,do-not-spec,true,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/swx-100-iw-us/,2026-06-28,Wingman source migration (review required)
SWX-100-IW-UX,100m 4K60 HDBaseT 3.0 In-Wall KVM Extender with USB-C and HDMI,Extender,Extension,primary-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
SYN-CTL-HUB,IP to RS232/Relay/IR Protocol Converter - WyreStorm,Unclassified,General AV,system-controller,active,false,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/syn-ctl-hub/,2026-06-28,Wingman source migration (review required)
SYN-KEY10,Synergy 10-button Keypad Controller - WyreStorm,Unclassified,General AV,system-controller,active,false,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/syn-key10/,2026-06-28,Wingman source migration (review required)
SYN-KIT-130-EU,In-Wall Presentation Kit with Control (EU) - WyreStorm,Unclassified,General AV,primary-hardware,do-not-spec,true,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/syn-kit-130-eu/,2026-06-28,Wingman source migration (review required)
SYN-KIT-130-US,In-Wall Presentation Kit with Control - WyreStorm,Unclassified,General AV,primary-hardware,do-not-spec,true,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/syn-kit-130-us/,2026-06-28,Wingman source migration (review required)
SYN-KIT-510-EU,Advanced Presentation Kit with Control (EU) - WyreStorm,Unclassified,General AV,primary-hardware,do-not-spec,true,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/syn-kit-510-eu/,2026-06-28,Wingman source migration (review required)
SYN-KIT-510-US,Advanced Presentation Kit with Control - WyreStorm,Unclassified,General AV,primary-hardware,do-not-spec,true,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/syn-kit-510-us/,2026-06-28,Wingman source migration (review required)
SYN-TOUCH10,"Synergy 10.1"" All-In-One Touchpad Controller - WyreStorm",Unclassified,General AV,system-controller,discontinued,true,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/syn-touch10/,2026-06-28,Wingman source migration (review required)
SYN-TOUCH10-V2,"Synergy 10.1"" All-In-One Touchpad Controller - WyreStorm",Unclassified,General AV,system-controller,active,false,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/syn-touch10-v2/,2026-06-28,Wingman source migration (review required)
TS-280-EU,"2.8"" Serial Control Color Touchscreen - WyreStorm",Unclassified,General AV,system-controller,discontinued,true,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/ts-280-eu/,2026-06-28,Wingman source migration (review required)
TS-280-US,"2.8"" Serial Control Color Touchscreen - WyreStorm",Unclassified,General AV,system-controller,discontinued,true,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/ts-280-us/,2026-06-28,Wingman source migration (review required)
TX-35-IW,HDMI Single Gang In-Wall HDBaseT Transmitter - WyreStorm,Extender,Extension,endpoint-hardware,active,false,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/tx-35-iw/,2026-06-28,Wingman source migration (review required)
TX-35-IW-KVM,HDMI & USB Single Gang In-Wall HDBaseT Transmitter - WyreStorm,Extender,Extension,endpoint-hardware,active,false,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/tx-35-iw-kvm/,2026-06-28,Wingman source migration (review required)
TX-35-IWC-KVM,USB C Single Gang In-Wall HDBaseT Transmitter - WyreStorm,Extender,Extension,endpoint-hardware,active,false,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/tx-35-iwc-kvm/,2026-06-28,Wingman source migration (review required)
TX-70-4K,70m 4K HDBaseT Transmitter - WyreStorm,Extender,Extension,endpoint-hardware,discontinued,true,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/tx-70-4k/,2026-06-28,Wingman lifecycle migration
TX-H2X-ADZ,"H2XC Card: HDMI In, HDMI Out - WyreStorm",Extender,Extension,endpoint-hardware,discontinued,true,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/tx-h2x-adz/,2026-06-28,Wingman source migration (review required)
TX-H2X-HDBT,"H2XC Card: 4K HDBaseT In, 4K HDBaseT Out, Mirrored HDMI Out - WyreStorm",Extender,Extension,endpoint-hardware,discontinued,true,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/tx-h2x-hdbt/,2026-06-28,Wingman source migration (review required)
TX-H2X-HDMI,"H2XC Card: HDMI In, 4K HDBaseT Out, Mirrored HDMI Out - WyreStorm",Extender,Extension,endpoint-hardware,discontinued,true,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/tx-h2x-hdmi/,2026-06-28,Wingman source migration (review required)
TX-H2X-OM3,"H2XC Card: HDMI In, 4K60 Fiber Out, Mirrored HDMI Out - WyreStorm",Extender,Extension,endpoint-hardware,discontinued,true,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/tx-h2x-om3/,2026-06-28,Wingman lifecycle migration
TX-H2X-VLC,"H2XC Card: HDMI In, 4K60 HDBaseT Out - WyreStorm",Extender,Extension,endpoint-hardware,discontinued,true,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/tx-h2x-vlc/,2026-06-28,Wingman source migration (review required)
TX-SCL-HDBT,4K60Hz 4:2:0 HDBaseT TM Scaling Output Card for MX-1616-SCL,Extender / HDBaseT,Matrix / routing,endpoint-hardware,discontinued,true,,,,Matrix / routing,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
