"Hash","Copies","BytesEach","Path"
"9327DC55B858836CE79B1BA07D292A08060938159C31E11B69392B7F3F853789","3","8598","archive\_src_inline_backups\src\wingman2\pages\NavigationHubPages.tsx.bak-remove-redundant-call-buttons-20260627-153111"
"935D4D2C77A44BABD239E5A5AD877A292E39BFBC56C749C2D0DFC7CAC44810FF","4","4567",".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorMatchDecisionLedger.test.ts"
"935D4D2C77A44BABD239E5A5AD877A292E39BFBC56C749C2D0DFC7CAC44810FF","4","4567",".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorMatchDecisionLedger.test.ts"
"935D4D2C77A44BABD239E5A5AD877A292E39BFBC56C749C2D0DFC7CAC44810FF","4","4567",".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorMatchDecisionLedger.test.ts"
"935D4D2C77A44BABD239E5A5AD877A292E39BFBC56C749C2D0DFC7CAC44810FF","4","4567","src\wingman2\lib\competitorMatchDecisionLedger.test.ts"
"94933D636A444258AA0605012CCC2F90B17598EC72A09A6E87834943DA49A57C","2","775476","archive\_wingman_backup_before_css_cleanup_20260614-195236\wingman-style-stack.css.current.bak"
"94933D636A444258AA0605012CCC2F90B17598EC72A09A6E87834943DA49A57C","2","775476","archive\_wingman_backup_discovery_layout_20260614-194910\wingman-style-stack.css.bak"
"960EF8B51CE200FF73DA130FE4E5A07D53ED6F9B71AF04B4302C71E321E332A9","2","94434","public\template-photos\photo-hybrid-teaching.jpg"
"960EF8B51CE200FF73DA130FE4E5A07D53ED6F9B71AF04B4302C71E321E332A9","2","94434","public\template-photos\photo-school-hall-projector.jpg"
"962A471919895DF21D039B5387083E2F8C13F1BED35DB53FB09ED42233247372","2","34023","archive\_src_inline_backups\src\wingman2\components\TechnicalConnectivitySchematic.tsx.backup-20260710-081932"
"962A471919895DF21D039B5387083E2F8C13F1BED35DB53FB09ED42233247372","2","34023","archive\_src_inline_backups\TechnicalConnectivitySchematic-current.txt"
"96CC366E6BBD26D931ED6493D70D65716A329DF480409312EFAF0BEF290B1CBC","4","1144",".wingman-work\backups\20260811-125215\src\wingman2\lib\productCallCardTypes.ts"
"96CC366E6BBD26D931ED6493D70D65716A329DF480409312EFAF0BEF290B1CBC","4","1144",".wingman-work\backups\20260811-125346\src\wingman2\lib\productCallCardTypes.ts"
"96CC366E6BBD26D931ED6493D70D65716A329DF480409312EFAF0BEF290B1CBC","4","1144",".wingman-work\backups\20260811-125821\src\wingman2\lib\productCallCardTypes.ts"
"96CC366E6BBD26D931ED6493D70D65716A329DF480409312EFAF0BEF290B1CBC","4","1144","src\wingman2\lib\productCallCardTypes.ts"
"990551A865E5E19A4E7F6BA9093461ADC48E81BE8B454E244E240E2C776F9E03","3","9693","backups\react-flow-foundation-20260714-054745\visualStudioDiagramFactory.ts.bak"
"990551A865E5E19A4E7F6BA9093461ADC48E81BE8B454E244E240E2C776F9E03","3","9693","backups\react-flow-foundation-20260714-084703\visualStudioDiagramFactory.ts.bak"
"990551A865E5E19A4E7F6BA9093461ADC48E81BE8B454E244E240E2C776F9E03","3","9693","backups\visual-studio-connectivity-20260714-053745\visualStudioDiagramFactory.ts.bak"
"995BB6C33F9A558BF9B3BCC1DBA517DD2CC3D54067E88F2D23001146EF4AB19C","2","9816","archive\_src_inline_backups\src\wingman2\components\VisualStudioCanvas.tsx.backup-20260710-062527"
"995BB6C33F9A558BF9B3BCC1DBA517DD2CC3D54067E88F2D23001146EF4AB19C","2","9816","archive\_src_inline_backups\src\wingman2\components\VisualStudioCanvas.tsx.backup-20260710-062749"
"99A425AFB3B0DA2983F096491B6A385E680B37C7B943A99995829DEBC6F346F4","4","9348",".wingman-work\backups\20260811-125215\src\wingman2\lib\engineRobustness.test.ts"
"99A425AFB3B0DA2983F096491B6A385E680B37C7B943A99995829DEBC6F346F4","4","9348",".wingman-work\backups\20260811-125346\src\wingman2\lib\engineRobustness.test.ts"
"99A425AFB3B0DA2983F096491B6A385E680B37C7B943A99995829DEBC6F346F4","4","9348",".wingman-work\backups\20260811-125821\src\wingman2\lib\engineRobustness.test.ts"
"99A425AFB3B0DA2983F096491B6A385E680B37C7B943A99995829DEBC6F346F4","4","9348","src\wingman2\lib\engineRobustness.test.ts"
"99F7672A9C3ADC817E36D3B81369BF93AFBFE7D463F0ADF1BDE46BA556ED9F17","8","9479",".wingman-work\backups\20260811-125215\src\wingman2\components\WingmanGuruFab.tsx.20260714-134732.bak"
"99F7672A9C3ADC817E36D3B81369BF93AFBFE7D463F0ADF1BDE46BA556ED9F17","8","9479",".wingman-work\backups\20260811-125215\src\wingman2\components\WingmanGuruFab.tsx.20260714-135046.bak"
"99F7672A9C3ADC817E36D3B81369BF93AFBFE7D463F0ADF1BDE46BA556ED9F17","8","9479",".wingman-work\backups\20260811-125346\src\wingman2\components\WingmanGuruFab.tsx.20260714-134732.bak"
"99F7672A9C3ADC817E36D3B81369BF93AFBFE7D463F0ADF1BDE46BA556ED9F17","8","9479",".wingman-work\backups\20260811-125346\src\wingman2\components\WingmanGuruFab.tsx.20260714-135046.bak"
"99F7672A9C3ADC817E36D3B81369BF93AFBFE7D463F0ADF1BDE46BA556ED9F17","8","9479",".wingman-work\backups\20260811-125821\src\wingman2\components\WingmanGuruFab.tsx.20260714-134732.bak"
"99F7672A9C3ADC817E36D3B81369BF93AFBFE7D463F0ADF1BDE46BA556ED9F17","8","9479",".wingman-work\backups\20260811-125821\src\wingman2\components\WingmanGuruFab.tsx.20260714-135046.bak"
"99F7672A9C3ADC817E36D3B81369BF93AFBFE7D463F0ADF1BDE46BA556ED9F17","8","9479","src\wingman2\components\WingmanGuruFab.tsx.20260714-134732.bak"
"99F7672A9C3ADC817E36D3B81369BF93AFBFE7D463F0ADF1BDE46BA556ED9F17","8","9479","src\wingman2\components\WingmanGuruFab.tsx.20260714-135046.bak"
"9A6273CBB6708306E50387B552B0C05B62558F9007BEE5D2952F42530061CCE8","4","4764",".wingman-work\backups\20260811-125215\src\wingman2\lib\savedCompetitorSpecs.ts"
"9A6273CBB6708306E50387B552B0C05B62558F9007BEE5D2952F42530061CCE8","4","4764",".wingman-work\backups\20260811-125346\src\wingman2\lib\savedCompetitorSpecs.ts"
"9A6273CBB6708306E50387B552B0C05B62558F9007BEE5D2952F42530061CCE8","4","4764",".wingman-work\backups\20260811-125821\src\wingman2\lib\savedCompetitorSpecs.ts"
"9A6273CBB6708306E50387B552B0C05B62558F9007BEE5D2952F42530061CCE8","4","4764","src\wingman2\lib\savedCompetitorSpecs.ts"
"9AD9498F53F4EA590C9234E9096CDA691449C47B3B9A55C7602BC4E610CD4CF7","4","183091",".wingman-work\backups\20260811-125215\src\wingman2\lib\roomTemplates.ts"
"9AD9498F53F4EA590C9234E9096CDA691449C47B3B9A55C7602BC4E610CD4CF7","4","183091",".wingman-work\backups\20260811-125346\src\wingman2\lib\roomTemplates.ts"
"9AD9498F53F4EA590C9234E9096CDA691449C47B3B9A55C7602BC4E610CD4CF7","4","183091",".wingman-work\backups\20260811-125821\src\wingman2\lib\roomTemplates.ts"
"9AD9498F53F4EA590C9234E9096CDA691449C47B3B9A55C7602BC4E610CD4CF7","4","183091","src\wingman2\lib\roomTemplates.ts"
"9B49E636550055B74A9F1D61CF0D4638B2A5F068D7AEA91FB28BAF558598E0D1","4","5645",".wingman-work\backups\20260811-125215\src\wingman2\lib\wyrestormSkuBusinessStatus.ts"
"9B49E636550055B74A9F1D61CF0D4638B2A5F068D7AEA91FB28BAF558598E0D1","4","5645",".wingman-work\backups\20260811-125346\src\wingman2\lib\wyrestormSkuBusinessStatus.ts"
"9B49E636550055B74A9F1D61CF0D4638B2A5F068D7AEA91FB28BAF558598E0D1","4","5645",".wingman-work\backups\20260811-125821\src\wingman2\lib\wyrestormSkuBusinessStatus.ts"
"9B49E636550055B74A9F1D61CF0D4638B2A5F068D7AEA91FB28BAF558598E0D1","4","5645","src\wingman2\lib\wyrestormSkuBusinessStatus.ts"
"9B6B1263BEE06C5838F51B572575E9A2306422E3CC6384CC7A6A6D4B9F345D2D","4","69198","archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-force-discovery-import-20260627-080435"
"9B6B1263BEE06C5838F51B572575E9A2306422E3CC6384CC7A6A6D4B9F345D2D","4","69198","archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-template-builder-early-return-20260627-090717"
"9B6B1263BEE06C5838F51B572575E9A2306422E3CC6384CC7A6A6D4B9F345D2D","4","69198","archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-template-panel-import-check-20260627-084020"
"9B6B1263BEE06C5838F51B572575E9A2306422E3CC6384CC7A6A6D4B9F345D2D","4","69198","archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-template-panel-import-check-20260627-084250"
"9C85AEB8C70AF7FCAE00576D4C13B35B2585EEB45D289C7CB08EEB66D29CE9D5","4","17501",".wingman-work\backups\20260811-125215\src\wingman2\lib\visualStudioSamples.ts"
"9C85AEB8C70AF7FCAE00576D4C13B35B2585EEB45D289C7CB08EEB66D29CE9D5","4","17501",".wingman-work\backups\20260811-125346\src\wingman2\lib\visualStudioSamples.ts"
"9C85AEB8C70AF7FCAE00576D4C13B35B2585EEB45D289C7CB08EEB66D29CE9D5","4","17501",".wingman-work\backups\20260811-125821\src\wingman2\lib\visualStudioSamples.ts"
"9C85AEB8C70AF7FCAE00576D4C13B35B2585EEB45D289C7CB08EEB66D29CE9D5","4","17501","src\wingman2\lib\visualStudioSamples.ts"
"9CB779340B468EAEC2A9816466C7C3BF22683B928191A6B10DF02ECD99800E0E","4","17708",".wingman-work\backups\20260811-125215\src\wingman2\lib\productSelectorEngine.ts"
"9CB779340B468EAEC2A9816466C7C3BF22683B928191A6B10DF02ECD99800E0E","4","17708",".wingman-work\backups\20260811-125346\src\wingman2\lib\productSelectorEngine.ts"
"9CB779340B468EAEC2A9816466C7C3BF22683B928191A6B10DF02ECD99800E0E","4","17708",".wingman-work\backups\20260811-125821\src\wingman2\lib\productSelectorEngine.ts"
"9CB779340B468EAEC2A9816466C7C3BF22683B928191A6B10DF02ECD99800E0E","4","17708","src\wingman2\lib\productSelectorEngine.ts"
"9D1FB4D4EF8495BF668BE39DC87A3E56C3F12AD427EB132F7B751B734A9B821C","4","5543",".wingman-work\backups\20260811-125215\src\wingman2\lib\compareManufacturerAssist.ts"
"9D1FB4D4EF8495BF668BE39DC87A3E56C3F12AD427EB132F7B751B734A9B821C","4","5543",".wingman-work\backups\20260811-125346\src\wingman2\lib\compareManufacturerAssist.ts"
"9D1FB4D4EF8495BF668BE39DC87A3E56C3F12AD427EB132F7B751B734A9B821C","4","5543",".wingman-work\backups\20260811-125821\src\wingman2\lib\compareManufacturerAssist.ts"
"9D1FB4D4EF8495BF668BE39DC87A3E56C3F12AD427EB132F7B751B734A9B821C","4","5543","src\wingman2\lib\compareManufacturerAssist.ts"
"9D3FA1F88A86F926ABA316FAC5546F22110F80E5CC0DDAB3C885B41D3BBD06D3","4","15368",".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-reference-global.css"
"9D3FA1F88A86F926ABA316FAC5546F22110F80E5CC0DDAB3C885B41D3BBD06D3","4","15368",".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-reference-global.css"
"9D3FA1F88A86F926ABA316FAC5546F22110F80E5CC0DDAB3C885B41D3BBD06D3","4","15368",".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-reference-global.css"
"9D3FA1F88A86F926ABA316FAC5546F22110F80E5CC0DDAB3C885B41D3BBD06D3","4","15368","src\wingman2\styles\wingman-reference-global.css"
"9DBCE1F7D21500E1442B2204FC6344012AD0CB0660D660E0928177476122968E","3","105528","_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\wingman2\pages\DiscoveryPage.tsx"
"9DBCE1F7D21500E1442B2204FC6344012AD0CB0660D660E0928177476122968E","3","105528","_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\pages\DiscoveryPage.tsx"
"9DBCE1F7D21500E1442B2204FC6344012AD0CB0660D660E0928177476122968E","3","105528","_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\pages\DiscoveryPage.tsx"
"9E8C4AF7F987FD8133D87D33C12B57A8AFFCB7A951274D6D2F59A54AC953D064","4","31350",".wingman-work\backups\20260811-125215\src\wingman2\lib\productSalesHelperCopy.ts"
"9E8C4AF7F987FD8133D87D33C12B57A8AFFCB7A951274D6D2F59A54AC953D064","4","31350",".wingman-work\backups\20260811-125346\src\wingman2\lib\productSalesHelperCopy.ts"
"9E8C4AF7F987FD8133D87D33C12B57A8AFFCB7A951274D6D2F59A54AC953D064","4","31350",".wingman-work\backups\20260811-125821\src\wingman2\lib\productSalesHelperCopy.ts"
"9E8C4AF7F987FD8133D87D33C12B57A8AFFCB7A951274D6D2F59A54AC953D064","4","31350","src\wingman2\lib\productSalesHelperCopy.ts"
"9EBA021B05953565982ABDE1417A2F044D0BEF80976CCF0DD9BC6B29309AC4F4","4","166801",".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-workflow-theme.css.20260806-134101.bak"
"9EBA021B05953565982ABDE1417A2F044D0BEF80976CCF0DD9BC6B29309AC4F4","4","166801",".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-workflow-theme.css.20260806-134101.bak"
"9EBA021B05953565982ABDE1417A2F044D0BEF80976CCF0DD9BC6B29309AC4F4","4","166801",".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-workflow-theme.css.20260806-134101.bak"
"9EBA021B05953565982ABDE1417A2F044D0BEF80976CCF0DD9BC6B29309AC4F4","4","166801","src\wingman2\styles\wingman-workflow-theme.css.20260806-134101.bak"
"9EDDDA815BE3DF06F4D26B8C26C1A1DD2D6FFEEF65F0D5AADE5ADD4647A774DD","4","2449",".wingman-work\backups\20260811-125215\src\wingman2\lib\productStoryEngine.cameraCopy.test.ts"
"9EDDDA815BE3DF06F4D26B8C26C1A1DD2D6FFEEF65F0D5AADE5ADD4647A774DD","4","2449",".wingman-work\backups\20260811-125346\src\wingman2\lib\productStoryEngine.cameraCopy.test.ts"
"9EDDDA815BE3DF06F4D26B8C26C1A1DD2D6FFEEF65F0D5AADE5ADD4647A774DD","4","2449",".wingman-work\backups\20260811-125821\src\wingman2\lib\productStoryEngine.cameraCopy.test.ts"
"9EDDDA815BE3DF06F4D26B8C26C1A1DD2D6FFEEF65F0D5AADE5ADD4647A774DD","4","2449","src\wingman2\lib\productStoryEngine.cameraCopy.test.ts"
"9F32F8A3BD529B784E22E7FABD98A2CE0F1BA6898A56DED433BCCAD90B8777F3","3","20402","archive\_src_inline_backups\src\wingman2\pages\TemplatesPage.tsx.bak-force-add-three-control-templates-20260627-074443"
"9F32F8A3BD529B784E22E7FABD98A2CE0F1BA6898A56DED433BCCAD90B8777F3","3","20402","archive\_src_inline_backups\src\wingman2\pages\TemplatesPage.tsx.bak-three-control-room-templates-20260627-074044"
"9F32F8A3BD529B784E22E7FABD98A2CE0F1BA6898A56DED433BCCAD90B8777F3","3","20402","archive\_src_inline_backups\src\wingman2\pages\TemplatesPage.tsx.bak-three-control-room-templates-clean-20260627-074146"
"9F49A163E10F4330953A3435AAC93193339246F2E99ED065DCCB885AA2D76825","2","155004","_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\pages\FinderPage.tsx"
"9F49A163E10F4330953A3435AAC93193339246F2E99ED065DCCB885AA2D76825","2","155004","_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\pages\FinderPage.tsx"
"9FBEE6954072E204F7FF2E05A1BD4903AAD52EFE8394869BDEC5B1414D26066C","2","105420","_backups\discovery-finder-handoff-v2-20260720-075526\DiscoveryPage.tsx"
"9FBEE6954072E204F7FF2E05A1BD4903AAD52EFE8394869BDEC5B1414D26066C","2","105420","_backups\discovery-finder-handoff-v3-20260720-080002\DiscoveryPage.tsx"
"9FD5AC344246B2D7AD940B0138F5C98835D16390B063AA8B21C22891F6E2BC08","3","3488","_backups\retire-finder-feature-sweep-v3-20260720-084642\files\tools\repair-duplicate-jsx-classnames.mjs"
"9FD5AC344246B2D7AD940B0138F5C98835D16390B063AA8B21C22891F6E2BC08","3","3488","_backups\retire-finder-feature-sweep-v4-20260720-085242\files\tools\repair-duplicate-jsx-classnames.mjs"
"9FD5AC344246B2D7AD940B0138F5C98835D16390B063AA8B21C22891F6E2BC08","3","3488","_backups\retire-finder-feature-sweep-v5-20260720-085648\files\tools\repair-duplicate-jsx-classnames.mjs"
"9FFCB03B99DBC5F9977D4664531089C5C09E2B836019B0CB27396594759AF3F2","3","14432","backups\react-flow-foundation-20260714-054745\visualStudioProductConnection.ts.bak"
"9FFCB03B99DBC5F9977D4664531089C5C09E2B836019B0CB27396594759AF3F2","3","14432","backups\react-flow-foundation-20260714-084703\visualStudioProductConnection.ts.bak"
"9FFCB03B99DBC5F9977D4664531089C5C09E2B836019B0CB27396594759AF3F2","3","14432","backups\visual-studio-connectivity-20260714-053745\visualStudioProductConnection.ts.bak"
"A06BEDF9AFD959736626B33929200E79081C2996F37C8C80E2103694FF578563","2","4189","archive\_wingman_backup_shortlist_stabilise_20260614-075216\src\wingman2\lib\compareEngineRuntimeScenarios.test.ts"
"A06BEDF9AFD959736626B33929200E79081C2996F37C8C80E2103694FF578563","2","4189","archive\_wingman_backup_wire_shortlist_runtime_20260614-075018\src\wingman2\lib\compareEngineRuntimeScenarios.test.ts"
"A09F938D0888511E8CA9E25D69AB09BA2C5969E0B302E036769994305CDDAF9A","2","3211","archive\_wingman_backup_ip300_compare_fix_20260614-093023\wyrestormCompareDirectCandidateMap.test.ts"
"A09F938D0888511E8CA9E25D69AB09BA2C5969E0B302E036769994305CDDAF9A","2","3211","archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\lib\wyrestormCompareDirectCandidateMap.test.ts"
"A164BF2A3D38C93A1B541E83ABAE4810AFA0B2BD2AD6D00C8B6E2D6E5DBECC4D","4","673904",".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-style-stack.css.20260722-084842.bak"
"A164BF2A3D38C93A1B541E83ABAE4810AFA0B2BD2AD6D00C8B6E2D6E5DBECC4D","4","673904",".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-style-stack.css.20260722-084842.bak"
"A164BF2A3D38C93A1B541E83ABAE4810AFA0B2BD2AD6D00C8B6E2D6E5DBECC4D","4","673904",".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-style-stack.css.20260722-084842.bak"
"A164BF2A3D38C93A1B541E83ABAE4810AFA0B2BD2AD6D00C8B6E2D6E5DBECC4D","4","673904","src\wingman2\styles\wingman-style-stack.css.20260722-084842.bak"
"A1719F37151A9231B7C2749FECE7F7867B240BB2A8AD30ABF470584EC20AE0A2","3","6789","_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\wingman2\app\route-manifest.json"
"A1719F37151A9231B7C2749FECE7F7867B240BB2A8AD30ABF470584EC20AE0A2","3","6789","_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\app\route-manifest.json"
"A1719F37151A9231B7C2749FECE7F7867B240BB2A8AD30ABF470584EC20AE0A2","3","6789","_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\app\route-manifest.json"
"A1CE49D288F3974402ECD013BAB4535B139F37C0E4C17B337EDDE7AEF7983CC5","4","216",".wingman-work\backups\20260811-125215\src\wingman2\types.ts"
"A1CE49D288F3974402ECD013BAB4535B139F37C0E4C17B337EDDE7AEF7983CC5","4","216",".wingman-work\backups\20260811-125346\src\wingman2\types.ts"
"A1CE49D288F3974402ECD013BAB4535B139F37C0E4C17B337EDDE7AEF7983CC5","4","216",".wingman-work\backups\20260811-125821\src\wingman2\types.ts"
"A1CE49D288F3974402ECD013BAB4535B139F37C0E4C17B337EDDE7AEF7983CC5","4","216","src\wingman2\types.ts"
"A2911927220B11BABE1B5EEABE85DE18F8F62A2F77E71215A2253BFE2BDA8A2D","4","165986",".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-workflow-theme.css.20260806-134605.bak"
"A2911927220B11BABE1B5EEABE85DE18F8F62A2F77E71215A2253BFE2BDA8A2D","4","165986",".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-workflow-theme.css.20260806-134605.bak"
"A2911927220B11BABE1B5EEABE85DE18F8F62A2F77E71215A2253BFE2BDA8A2D","4","165986",".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-workflow-theme.css.20260806-134605.bak"
"A2911927220B11BABE1B5EEABE85DE18F8F62A2F77E71215A2253BFE2BDA8A2D","4","165986","src\wingman2\styles\wingman-workflow-theme.css.20260806-134605.bak"
"A2DA1E811F9CF6A1C7E671F9F2C5565AECBD02639A9C0FBAA68CC299809C01DA","4","5553",".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-product-tools-visual-weight.css"
"A2DA1E811F9CF6A1C7E671F9F2C5565AECBD02639A9C0FBAA68CC299809C01DA","4","5553",".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-product-tools-visual-weight.css"
"A2DA1E811F9CF6A1C7E671F9F2C5565AECBD02639A9C0FBAA68CC299809C01DA","4","5553",".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-product-tools-visual-weight.css"
"A2DA1E811F9CF6A1C7E671F9F2C5565AECBD02639A9C0FBAA68CC299809C01DA","4","5553","src\wingman2\styles\wingman-product-tools-visual-weight.css"
"A2E1A534C08782E111D51C38424305BF099DDDA553F28A58767A29174CA70CF1","3","10780","archive\_src_inline_backups\src\wingman2\lib\visualStudioProductConnection.ts.backup-20260710-062527"
"A2E1A534C08782E111D51C38424305BF099DDDA553F28A58767A29174CA70CF1","3","10780","archive\_src_inline_backups\src\wingman2\lib\visualStudioProductConnection.ts.backup-20260710-062749"
"A2E1A534C08782E111D51C38424305BF099DDDA553F28A58767A29174CA70CF1","3","10780","backups\visual-studio-connectivity-layout-fix-20260712-130000\src\wingman2\lib\visualStudioProductConnection.ts"
"A332CC219CC07DAC3F12DF059B06883804CCE9C282398A2767C3D7397C245C68","8","721904",".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-style-stack.css.20260805-162647.bak"
"A332CC219CC07DAC3F12DF059B06883804CCE9C282398A2767C3D7397C245C68","8","721904",".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-style-stack.css.20260806-121952.bak"
"A332CC219CC07DAC3F12DF059B06883804CCE9C282398A2767C3D7397C245C68","8","721904",".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-style-stack.css.20260805-162647.bak"
"A332CC219CC07DAC3F12DF059B06883804CCE9C282398A2767C3D7397C245C68","8","721904",".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-style-stack.css.20260806-121952.bak"
"A332CC219CC07DAC3F12DF059B06883804CCE9C282398A2767C3D7397C245C68","8","721904",".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-style-stack.css.20260805-162647.bak"
"A332CC219CC07DAC3F12DF059B06883804CCE9C282398A2767C3D7397C245C68","8","721904",".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-style-stack.css.20260806-121952.bak"
"A332CC219CC07DAC3F12DF059B06883804CCE9C282398A2767C3D7397C245C68","8","721904","src\wingman2\styles\wingman-style-stack.css.20260805-162647.bak"
"A332CC219CC07DAC3F12DF059B06883804CCE9C282398A2767C3D7397C245C68","8","721904","src\wingman2\styles\wingman-style-stack.css.20260806-121952.bak"
"A345046E49FC2F184426171E17BE1CCA3CAD13CE9A079381F0AF1206266A250F","4","4730",".wingman-work\backups\20260811-125215\src\wingman2\pages\compare\CompetitorEvidencePanel.test.tsx"
"A345046E49FC2F184426171E17BE1CCA3CAD13CE9A079381F0AF1206266A250F","4","4730",".wingman-work\backups\20260811-125346\src\wingman2\pages\compare\CompetitorEvidencePanel.test.tsx"
"A345046E49FC2F184426171E17BE1CCA3CAD13CE9A079381F0AF1206266A250F","4","4730",".wingman-work\backups\20260811-125821\src\wingman2\pages\compare\CompetitorEvidencePanel.test.tsx"
"A345046E49FC2F184426171E17BE1CCA3CAD13CE9A079381F0AF1206266A250F","4","4730","src\wingman2\pages\compare\CompetitorEvidencePanel.test.tsx"
"A3A7BEFD3EC03B6D3EE545285D5D395B5A080A19ECC8FF076A5C9BF1AA88C7CB","4","63358",".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260806-152541.bak"
"A3A7BEFD3EC03B6D3EE545285D5D395B5A080A19ECC8FF076A5C9BF1AA88C7CB","4","63358",".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260806-152541.bak"
"A3A7BEFD3EC03B6D3EE545285D5D395B5A080A19ECC8FF076A5C9BF1AA88C7CB","4","63358",".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260806-152541.bak"
"A3A7BEFD3EC03B6D3EE545285D5D395B5A080A19ECC8FF076A5C9BF1AA88C7CB","4","63358","src\wingman2\pages\DiscoveryPage.tsx.20260806-152541.bak"
"A3B0CDEADF039C02560E7376067E5CF67069A17B2E69DABE2AB4FB174E6B8325","4","2083",".wingman-work\backups\20260811-125215\src\wingman2\components\WingmanGuruDrawer.compareContext.test.ts"
"A3B0CDEADF039C02560E7376067E5CF67069A17B2E69DABE2AB4FB174E6B8325","4","2083",".wingman-work\backups\20260811-125346\src\wingman2\components\WingmanGuruDrawer.compareContext.test.ts"
"A3B0CDEADF039C02560E7376067E5CF67069A17B2E69DABE2AB4FB174E6B8325","4","2083",".wingman-work\backups\20260811-125821\src\wingman2\components\WingmanGuruDrawer.compareContext.test.ts"
"A3B0CDEADF039C02560E7376067E5CF67069A17B2E69DABE2AB4FB174E6B8325","4","2083","src\wingman2\components\WingmanGuruDrawer.compareContext.test.ts"
"A4AB990ECCB8B70D84319A88E888073F9F2D74A71D7EC8479466F12C7009C4BE","2","1955","archive\_wingman_backup_fix_discovery_qty_20260616-082219\main.tsx.bak"
"A4AB990ECCB8B70D84319A88E888073F9F2D74A71D7EC8479466F12C7009C4BE","2","1955","archive\_wingman_backup_simplified_discovery_20260616-084529\main.tsx.bak"
"A4E8B019699BDCF466C00058CD6D770E7AFEB575AFCC51AA877441E7480A798E","2","23066","archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\domain\productMatching\featureFilters.ts"
"A4E8B019699BDCF466C00058CD6D770E7AFEB575AFCC51AA877441E7480A798E","2","23066","archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\productMatching\featureFilters.ts"
"A662B8D49E3C52DCD99006E4650FC7AD13436215528955488F0B094DC5223073","2","16062","_backups\retire-finder-feature-sweep-v4-20260720-085242\files\package.json"
"A662B8D49E3C52DCD99006E4650FC7AD13436215528955488F0B094DC5223073","2","16062","_backups\retire-finder-feature-sweep-v5-20260720-085648\files\package.json"
"A6C6D551D8D6EA944AAD98EBB936082E2A5732C799236421D2D01CE10A01435D","4","16370",".wingman-work\backups\20260811-125215\src\wingman2\lib\schematic\wingmanSchematicEngine.ts"
"A6C6D551D8D6EA944AAD98EBB936082E2A5732C799236421D2D01CE10A01435D","4","16370",".wingman-work\backups\20260811-125346\src\wingman2\lib\schematic\wingmanSchematicEngine.ts"
"A6C6D551D8D6EA944AAD98EBB936082E2A5732C799236421D2D01CE10A01435D","4","16370",".wingman-work\backups\20260811-125821\src\wingman2\lib\schematic\wingmanSchematicEngine.ts"
"A6C6D551D8D6EA944AAD98EBB936082E2A5732C799236421D2D01CE10A01435D","4","16370","src\wingman2\lib\schematic\wingmanSchematicEngine.ts"
