"Path","TopFolder","Extension","Bytes","KB"
"backups\visual-studio-connectivity-20260714-053745\VisualStudioCanvas.tsx.bak","backups",".bak","11925","11.65"
"archive\backups\fix-visual-design-pagehero-import-2026-06-08_11-25-13\src\wingman2\pages\VisualDesignStudioPage.tsx","archive",".tsx","11863","11.58"
".wingman-work\backups\20260811-125346\src\wingman2\lib\roomSchematicEngine.ts",".wingman-work",".ts","11771","11.5"
".wingman-work\backups\20260811-125821\src\wingman2\lib\roomSchematicEngine.ts",".wingman-work",".ts","11771","11.5"
".wingman-work\backups\20260811-125215\src\wingman2\lib\roomSchematicEngine.ts",".wingman-work",".ts","11771","11.5"
".wingman-work\backups\20260811-125821\src\__tests__\templateMarketFiltersAndCustomTemplates.test.tsx",".wingman-work",".tsx","11714","11.44"
".wingman-work\backups\20260811-125346\src\__tests__\templateMarketFiltersAndCustomTemplates.test.tsx",".wingman-work",".tsx","11714","11.44"
".wingman-work\backups\20260811-125215\src\__tests__\templateMarketFiltersAndCustomTemplates.test.tsx",".wingman-work",".tsx","11714","11.44"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\logic\matrixOutputModel.ts","archive",".ts","11653","11.38"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productRoleResolution.ts",".wingman-work",".ts","11526","11.26"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productRoleResolution.ts",".wingman-work",".ts","11526","11.26"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productRoleResolution.ts",".wingman-work",".ts","11526","11.26"
"archive\_src_inline_backups\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx.bak-disable-duplicate-alpha-20260628-045857","archive",".bak-disable-duplicate-alpha-20260628-045857","11470","11.2"
"archive\backups\response-pack-product-schematic-context-2026-06-08_11-23-41\src\wingman2\pages\VisualDesignStudioPage.tsx","archive",".tsx","11395","11.13"
"backups\guru-fab-movable-20260709-102930\WingmanGuruFab.tsx.bak","backups",".bak","11270","11.01"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\compareCandidateGate.ts","archive",".ts","11163","10.9"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_typecheck_repair_20260706-113211\compareCandidateGate.ts","archive",".ts","11163","10.9"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_remaining_refs_20260706-113037\compareCandidateGate.ts","archive",".ts","11163","10.9"
"archive\_src_inline_backups\src\wingman2\pages\productCallCards\ProductCallCardsSelectPage.tsx.backup-hide-old-mic-20260610-103704","archive",".backup-hide-old-mic-20260610-103704","11160","10.9"
"archive\_src_inline_backups\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx.bak-disable-alpha-readout-dom-20260627-191207","archive",".bak-disable-alpha-readout-dom-20260627-191207","11142","10.88"
"archive\_src_inline_backups\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx.bak-remove-alpha-actual-readout-20260627-193650","archive",".bak-remove-alpha-actual-readout-20260627-193650","11142","10.88"
"archive\_src_inline_backups\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx.bak-disable-alpha-readout-dom-20260627-191018","archive",".bak-disable-alpha-readout-dom-20260627-191018","11109","10.85"
"archive\_src_inline_backups\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx.bak-remove-alpha-readout-20260627-190847","archive",".bak-remove-alpha-readout-20260627-190847","11109","10.85"
"archive\_src_inline_backups\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx.bak-prune-alpha-readout-20260627-194017","archive",".bak-prune-alpha-readout-20260627-194017","11086","10.83"
".wingman-work\backups\20260811-125215\src\wingman2\lib\schematic\wingmanSchematicEngine.test.ts",".wingman-work",".ts","11071","10.81"
".wingman-work\backups\20260811-125346\src\wingman2\lib\schematic\wingmanSchematicEngine.test.ts",".wingman-work",".ts","11071","10.81"
".wingman-work\backups\20260811-125821\src\wingman2\lib\schematic\wingmanSchematicEngine.test.ts",".wingman-work",".ts","11071","10.81"
".wingman-work\backups\20260811-125821\src\wingman2\components\VoiceAnswerCaptureOverlay.tsx",".wingman-work",".tsx","10988","10.73"
".wingman-work\backups\20260811-125215\src\wingman2\components\VoiceAnswerCaptureOverlay.tsx",".wingman-work",".tsx","10988","10.73"
".wingman-work\backups\20260811-125346\src\wingman2\components\VoiceAnswerCaptureOverlay.tsx",".wingman-work",".tsx","10988","10.73"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DashboardPage.tsx",".wingman-work",".tsx","10981","10.72"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DashboardPage.tsx",".wingman-work",".tsx","10981","10.72"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DashboardPage.tsx",".wingman-work",".tsx","10981","10.72"
".wingman-work\backups\20260811-125215\src\wingman2\components\VisualStudioCanvas.tsx.20260712-143240.bak",".wingman-work",".bak","10932","10.68"
".wingman-work\backups\20260811-125346\src\wingman2\components\VisualStudioCanvas.tsx.20260712-143533.bak",".wingman-work",".bak","10932","10.68"
".wingman-work\backups\20260811-125215\src\wingman2\components\VisualStudioCanvas.tsx.20260712-143533.bak",".wingman-work",".bak","10932","10.68"
"src\wingman2\components\VisualStudioCanvas.tsx.20260712-143533.bak","src",".bak","10932","10.68"
".wingman-work\backups\20260811-125346\src\wingman2\components\VisualStudioCanvas.tsx.20260712-143240.bak",".wingman-work",".bak","10932","10.68"
".wingman-work\backups\20260811-125821\src\wingman2\components\VisualStudioCanvas.tsx.20260712-143240.bak",".wingman-work",".bak","10932","10.68"
".wingman-work\backups\20260811-125821\src\wingman2\components\VisualStudioCanvas.tsx.20260712-143533.bak",".wingman-work",".bak","10932","10.68"
"src\wingman2\components\VisualStudioCanvas.tsx.20260712-143240.bak","src",".bak","10932","10.68"
"backups\visual-studio-canvas-layout-20260714-052453\VisualStudioCanvas.tsx.bak","backups",".bak","10890","10.63"
"backups\visual-studio-canvas-layout-v2-20260714-052759\VisualStudioCanvas.tsx.bak","backups",".bak","10890","10.63"
".wingman-work\backups\20260811-125346\src\wingman2\pages\GlossaryPage.tsx",".wingman-work",".tsx","10882","10.63"
".wingman-work\backups\20260811-125215\src\wingman2\pages\GlossaryPage.tsx",".wingman-work",".tsx","10882","10.63"
".wingman-work\backups\20260811-125821\src\wingman2\pages\GlossaryPage.tsx",".wingman-work",".tsx","10882","10.63"
"archive\_wingman_backup_package_sanitizer_wire_fix_20260615-135201\package.json","archive",".json","10879","10.62"
"archive\_wingman_backup_compare_role_gate_repair_20260615-192817\package.json","archive",".json","10879","10.62"
"archive\_wingman_backup_suppressed_discontinued_products_20260615-134506\package.json","archive",".json","10879","10.62"
"archive\_wingman_backup_product_suppression_fix_20260615-135005\package.json","archive",".json","10879","10.62"
".wingman-work\backups\20260811-125346\src\wingman2\content\feature-audit.json",".wingman-work",".json","10859","10.6"
".wingman-work\backups\20260811-125821\src\wingman2\content\feature-audit.json",".wingman-work",".json","10859","10.6"
".wingman-work\backups\20260811-125215\src\wingman2\content\feature-audit.json",".wingman-work",".json","10859","10.6"
"archive\_src_inline_backups\src\wingman2\lib\visualStudioProductConnection.ts.backup-20260710-062527","archive",".backup-20260710-062527","10780","10.53"
"archive\_src_inline_backups\src\wingman2\lib\visualStudioProductConnection.ts.backup-20260710-062749","archive",".backup-20260710-062749","10780","10.53"
"backups\visual-studio-connectivity-layout-fix-20260712-130000\src\wingman2\lib\visualStudioProductConnection.ts","backups",".ts","10780","10.53"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_compare_class_gate_20260704-205242\src\wingman2\lib\compareCandidateGate.ts","archive",".ts","10746","10.49"
"archive\_src_inline_backups\src\wingman2\components\WingmanGuruFab.tsx.bak-guru-duplicate-attribute-fix-20260622-155517","archive",".bak-guru-duplicate-attribute-fix-20260622-155517","10692","10.44"
".wingman-work\backups\20260811-125821\src\wingman2\lib\schematic\projectToSchematicBrief.ts",".wingman-work",".ts","10689","10.44"
".wingman-work\backups\20260811-125215\src\wingman2\lib\schematic\projectToSchematicBrief.ts",".wingman-work",".ts","10689","10.44"
".wingman-work\backups\20260811-125346\src\wingman2\lib\schematic\projectToSchematicBrief.ts",".wingman-work",".ts","10689","10.44"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_compare_auto_identify_overconfidence_20260701-163910\compareAutoIdentify.ts","archive",".ts","10653","10.4"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_compare_auto_identify_overconfidence_20260701-163802\compareAutoIdentify.ts","archive",".ts","10653","10.4"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_navhub_header_20260630-133036\src\wingman2\pages\DashboardPage.tsx","archive",".tsx","10624","10.38"
"archive\_src_inline_backups\src\wingman2\components\WingmanGuruFab.tsx.bak-guru-clean-final-20260622-161818","archive",".bak-guru-clean-final-20260622-161818","10621","10.37"
"archive\_src_inline_backups\src\wingman2\components\WingmanGuruFab.tsx.bak-guru-clean-final-20260622-161750","archive",".bak-guru-clean-final-20260622-161750","10618","10.37"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\competitorSourceFeeds.ts","archive",".ts","10604","10.36"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_body_reset_20260630-133647\src\wingman2\pages\DashboardPage.tsx","archive",".tsx","10600","10.35"
"archive\_src_inline_backups\src\wingman2\components\WingmanGuruFab.tsx.bak-guru-final-restore-20260622-151819","archive",".bak-guru-final-restore-20260622-151819","10550","10.3"
"backups\templates-filter-compact-20260709-072953\TemplatesPage.tsx.bak","backups",".bak","10545","10.3"
".wingman-work\backups\20260811-125346\src\wingman2\pages\discovery\discoveryAnswerUtils.ts",".wingman-work",".ts","10526","10.28"
".wingman-work\backups\20260811-125821\src\wingman2\pages\discovery\discoveryAnswerUtils.ts",".wingman-work",".ts","10526","10.28"
".wingman-work\backups\20260811-125215\src\wingman2\pages\discovery\discoveryAnswerUtils.ts",".wingman-work",".ts","10526","10.28"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\package.json","archive",".json","10460","10.21"
"archive\_wingman_backup_compare_bridge_timer_fix_20260615-191216\compareSkuAutoAdvanceBridge.ts","archive",".ts","10425","10.18"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\compareCandidateGate.ts","archive",".ts","10423","10.18"
"archive\_wingman_backup_compare_filter_logic_guard_20260615-123108\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx","archive",".tsx","10409","10.17"
"archive\_wingman_backup_compare_text_card_repair_20260615-193859\compareSkuAutoAdvanceBridge.ts","archive",".ts","10404","10.16"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productAssurance.ts",".wingman-work",".ts","10397","10.15"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productAssurance.ts",".wingman-work",".ts","10397","10.15"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productAssurance.ts",".wingman-work",".ts","10397","10.15"
"archive\_wingman_backup_compare_native_cleanup_20260615-133847\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx","archive",".tsx","10388","10.14"
"archive\_wingman_backup_compare_workflow_cleanup_20260613-214444\src\wingman2\components\compare\CompareWirelessPresentationOverride.tsx","archive",".tsx","10308","10.07"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\productSalesPositioning.ts","archive",".ts","10284","10.04"
"archive\repo-cleanup-20260709-050830\root-artifacts\NavigationHubPages.tsx.DISCARDED","archive",".discarded","10275","10.03"
"archive\repo-cleanup-20260709-050830\root-artifacts\install.DISCARDED\NavigationHubPages.tsx","archive",".tsx","10275","10.03"
"archive\_src_inline_backups\src\wingman2\pages\ProjectsPage.tsx.bak-project-heading-scroll-20260627-054828","archive",".bak-project-heading-scroll-20260627-054828","10244","10"
"backups\compare-sku-workspace-20260713-182648\compareManufacturerAssist.ts.bak","backups",".bak","10240","10"
"backups\compare-sku-workspace-20260713-183431\compareManufacturerAssist.ts.bak","backups",".bak","10240","10"
"backups\compare-sku-workspace-20260713-182813\compareManufacturerAssist.ts.bak","backups",".bak","10240","10"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_second_title_20260706-095419\DashboardPage.tsx","archive",".tsx","10234","9.99"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_title_guard_20260706-095232\DashboardPage.tsx","archive",".tsx","10210","9.97"
"archive\repo-cleanup-20260709-050830\root-artifacts\DashboardPage.tsx","archive",".tsx","10144","9.91"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_markup_guard_20260706-095120\DashboardPage.tsx","archive",".tsx","10144","9.91"
"archive\repo-cleanup-20260709-050830\root-artifacts\install.DISCARDED\DashboardPage.tsx","archive",".tsx","10144","9.91"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_markup_guard_20260706-095040\DashboardPage.tsx","archive",".tsx","10144","9.91"
".wingman-work\backups\20260811-125215\src\wingman2\lib\schematic\wholeProjectVisualDiagram.ts",".wingman-work",".ts","10093","9.86"
".wingman-work\backups\20260811-125346\src\wingman2\lib\schematic\wholeProjectVisualDiagram.ts",".wingman-work",".ts","10093","9.86"
".wingman-work\backups\20260811-125821\src\wingman2\lib\schematic\wholeProjectVisualDiagram.ts",".wingman-work",".ts","10093","9.86"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productCallCardClassification.test.ts",".wingman-work",".ts","10089","9.85"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productCallCardClassification.test.ts",".wingman-work",".ts","10089","9.85"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productCallCardClassification.test.ts",".wingman-work",".ts","10089","9.85"
"backups\templates-filter-cleanup-20260709-075251\TemplatesPage.tsx.bak","backups",".bak","9962","9.73"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\GuruRovingIcon.tsx","archive",".tsx","9949","9.72"
".wingman-work\backups\20260811-125346\src\wingman2\logic\usbPathValidator.ts",".wingman-work",".ts","9942","9.71"
".wingman-work\backups\20260811-125821\src\wingman2\logic\usbPathValidator.ts",".wingman-work",".ts","9942","9.71"
".wingman-work\backups\20260811-125215\src\wingman2\logic\usbPathValidator.ts",".wingman-work",".ts","9942","9.71"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_navhub_reset_20260630-134236\src\wingman2\pages\DashboardPage.tsx","archive",".tsx","9904","9.67"
".wingman-work\backups\20260811-125821\src\wingman2\lib\visualStudioDiagramFactory.ts",".wingman-work",".ts","9901","9.67"
".wingman-work\backups\20260811-125215\src\wingman2\lib\visualStudioDiagramFactory.ts",".wingman-work",".ts","9901","9.67"
".wingman-work\backups\20260811-125346\src\wingman2\lib\visualStudioDiagramFactory.ts",".wingman-work",".ts","9901","9.67"
".wingman-work\backups\20260811-125346\src\wingman2\components\VisualStudioCanvas.tsx.before-visual-tidy.bak",".wingman-work",".bak","9862","9.63"
".wingman-work\backups\20260811-125215\src\wingman2\components\VisualStudioCanvas.tsx.before-visual-tidy.bak",".wingman-work",".bak","9862","9.63"
".wingman-work\backups\20260811-125821\src\wingman2\components\VisualStudioCanvas.tsx.before-visual-tidy.bak",".wingman-work",".bak","9862","9.63"
"src\wingman2\components\VisualStudioCanvas.tsx.before-visual-tidy.bak","src",".bak","9862","9.63"
"archive\_wingman_backup_speech_type_fix_20260614-201933\VoiceAnswerCaptureOverlay.tsx","archive",".tsx","9823","9.59"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\VoiceAnswerCaptureOverlay.tsx","archive",".tsx","9823","9.59"
".wingman-work\backups\20260811-125821\src\wingman2\components\VisualStudioCanvas.tsx.before-react-flow-css-fix.bak",".wingman-work",".bak","9822","9.59"
"src\wingman2\components\VisualStudioCanvas.tsx.before-react-flow-css-fix.bak","src",".bak","9822","9.59"
".wingman-work\backups\20260811-125346\src\wingman2\components\VisualStudioCanvas.tsx.before-react-flow-css-fix.bak",".wingman-work",".bak","9822","9.59"
".wingman-work\backups\20260811-125215\src\wingman2\components\VisualStudioCanvas.tsx.before-react-flow-css-fix.bak",".wingman-work",".bak","9822","9.59"
"archive\_src_inline_backups\src\wingman2\components\VisualStudioCanvas.tsx.backup-20260710-071454","archive",".backup-20260710-071454","9821","9.59"
"archive\_src_inline_backups\src\wingman2\components\VisualStudioCanvas.tsx.backup-20260710-062749","archive",".backup-20260710-062749","9816","9.59"
"archive\_src_inline_backups\src\wingman2\components\VisualStudioCanvas.tsx.backup-20260710-062527","archive",".backup-20260710-062527","9816","9.59"
"archive\_src_inline_backups\src\wingman2\components\VisualStudioCanvas.tsx.backup-20260710-063043","archive",".backup-20260710-063043","9814","9.58"
"archive\_src_inline_backups\src\wingman2\components\VisualStudioCanvas.tsx.backup-20260710-065535","archive",".backup-20260710-065535","9814","9.58"
"archive\_wingman_backup_before_compare_restore_20260614-052137\src_wingman2_components_guru_GuruHelper.tsx","archive",".tsx","9794","9.56"
"backups\visual-studio-connectivity-layout-fix-20260712-130000\src\wingman2\components\VisualStudioCanvas.tsx","backups",".tsx","9785","9.56"
"archive\_wingman_backup_mic_scope_20260614-061410\GuruHelper.tsx","archive",".tsx","9784","9.55"
"archive\_wingman_backup_restore_global_guru_20260614-064442\src\wingman2\components\guru\GuruHelper.tsx","archive",".tsx","9784","9.55"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\guru\GuruHelper.tsx","archive",".tsx","9784","9.55"
"archive\_wingman_backup_restore_sweeping_guru_20260614-064242\src\wingman2\components\guru\GuruHelper.tsx","archive",".tsx","9784","9.55"
"archive\_wingman_backup_guru_icon_fix_20260614-051319\GuruHelper.tsx","archive",".tsx","9782","9.55"
"backups\visual-studio-viewport-fix-20260712-123722\src\wingman2\components\VisualStudioCanvas.tsx","backups",".tsx","9780","9.55"
"backups\visual-studio-viewport-fix-20260712-123926\src\wingman2\components\VisualStudioCanvas.tsx","backups",".tsx","9780","9.55"
"backups\visual-studio-fit-header-fix-20260712-124959\src\wingman2\components\VisualStudioCanvas.tsx","backups",".tsx","9780","9.55"
"backups\visual-studio-viewport-fix-20260712-124259\src\wingman2\components\VisualStudioCanvas.tsx","backups",".tsx","9780","9.55"
"archive\_src_inline_backups\tools\check-wingman-scenario-validation.mjs.backup-20260613-090435","archive",".backup-20260613-090435","9732","9.5"
".wingman-work\backups\20260811-125215\src\wingman2\components\ReportProblemButton.tsx",".wingman-work",".tsx","9712","9.48"
".wingman-work\backups\20260811-125821\src\wingman2\components\ReportProblemButton.tsx",".wingman-work",".tsx","9712","9.48"
".wingman-work\backups\20260811-125346\src\wingman2\components\ReportProblemButton.tsx",".wingman-work",".tsx","9712","9.48"
"tools\audit-wingman-route-registry-direct.mjs.20260718-190305.bak","tools",".bak","9694","9.47"
"backups\react-flow-foundation-20260714-054745\visualStudioDiagramFactory.ts.bak","backups",".bak","9693","9.47"
"backups\visual-studio-connectivity-20260714-053745\visualStudioDiagramFactory.ts.bak","backups",".bak","9693","9.47"
"backups\react-flow-foundation-20260714-084703\visualStudioDiagramFactory.ts.bak","backups",".bak","9693","9.47"
"archive\repo-cleanup-20260709-050830\root-artifacts\setup-wingman-redesign.ps1.DISCARDED","archive",".discarded","9681","9.45"
"archive\repo-cleanup-20260709-050830\root-artifacts\install.DISCARDED\setup-wingman-redesign.ps1","archive",".ps1","9681","9.45"
"archive\_src_inline_backups\src\wingman2\pages\productCallCards\ProductCallCardsSelectPage.tsx.backup-simple-select-20260610-085354","archive",".backup-simple-select-20260610-085354","9642","9.42"
"archive\_wingman_backup_actual_sku_alpha_filter_20260615-122021\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx","archive",".tsx","9641","9.42"
".wingman-work\backups\20260811-125821\src\wingman2\lib\roomTemplatePlaceholders.ts",".wingman-work",".ts","9629","9.4"
".wingman-work\backups\20260811-125346\src\wingman2\lib\roomTemplatePlaceholders.ts",".wingman-work",".ts","9629","9.4"
".wingman-work\backups\20260811-125215\src\wingman2\lib\roomTemplatePlaceholders.ts",".wingman-work",".ts","9629","9.4"
"archive\_src_inline_backups\src\wingman2\pages\productCallCards\ProductCallCardsSelectPage.tsx.backup-export-fix-20260610-084033","archive",".backup-export-fix-20260610-084033","9602","9.38"
"archive\_wingman_backup_guru_repair_20260614-051054\src\wingman2\components\guru\GuruHelper.tsx","archive",".tsx","9596","9.37"
".wingman-work\backups\20260811-125215\src\wingman2\lib\networkHdAvoipEquivalence.test.ts",".wingman-work",".ts","9556","9.33"
".wingman-work\backups\20260811-125346\src\wingman2\lib\networkHdAvoipEquivalence.test.ts",".wingman-work",".ts","9556","9.33"
".wingman-work\backups\20260811-125821\src\wingman2\lib\networkHdAvoipEquivalence.test.ts",".wingman-work",".ts","9556","9.33"
".wingman-work\backups\20260811-125346\src\wingman2\components\GuruCallNotesInterpreter.tsx",".wingman-work",".tsx","9537","9.31"
".wingman-work\backups\20260811-125821\src\wingman2\components\GuruCallNotesInterpreter.tsx",".wingman-work",".tsx","9537","9.31"
".wingman-work\backups\20260811-125215\src\wingman2\components\GuruCallNotesInterpreter.tsx",".wingman-work",".tsx","9537","9.31"
"archive\_wingman_backup_sales_helper_mic_capture_20260614-094542\SalesHelperPage.tsx","archive",".tsx","9515","9.29"
"backups\templates-leftover-cleanup-20260709-075901\TemplatesPage.tsx.bak","backups",".bak","9514","9.29"
"src\wingman2\components\WingmanGuruFab.tsx.20260714-134732.bak","src",".bak","9479","9.26"
"src\wingman2\components\WingmanGuruFab.tsx.20260714-135046.bak","src",".bak","9479","9.26"
".wingman-work\backups\20260811-125346\src\wingman2\components\WingmanGuruFab.tsx.20260714-134732.bak",".wingman-work",".bak","9479","9.26"
".wingman-work\backups\20260811-125215\src\wingman2\components\WingmanGuruFab.tsx.20260714-135046.bak",".wingman-work",".bak","9479","9.26"
".wingman-work\backups\20260811-125215\src\wingman2\components\WingmanGuruFab.tsx.20260714-134732.bak",".wingman-work",".bak","9479","9.26"
".wingman-work\backups\20260811-125821\src\wingman2\components\WingmanGuruFab.tsx.20260714-135046.bak",".wingman-work",".bak","9479","9.26"
".wingman-work\backups\20260811-125346\src\wingman2\components\WingmanGuruFab.tsx.20260714-135046.bak",".wingman-work",".bak","9479","9.26"
".wingman-work\backups\20260811-125821\src\wingman2\components\WingmanGuruFab.tsx.20260714-134732.bak",".wingman-work",".bak","9479","9.26"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorMatchDecisionLedger.ts",".wingman-work",".ts","9438","9.22"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorMatchDecisionLedger.ts",".wingman-work",".ts","9438","9.22"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorMatchDecisionLedger.ts",".wingman-work",".ts","9438","9.22"
".wingman-work\backups\20260811-125346\src\wingman2\lib\engineRobustness.test.ts",".wingman-work",".ts","9348","9.13"
".wingman-work\backups\20260811-125215\src\wingman2\lib\engineRobustness.test.ts",".wingman-work",".ts","9348","9.13"
".wingman-work\backups\20260811-125821\src\wingman2\lib\engineRobustness.test.ts",".wingman-work",".ts","9348","9.13"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\salesReadiness.ts","archive",".ts","9332","9.11"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\src\wingman2\pages\CatalogBrowserPage.tsx","archive",".tsx","9268","9.05"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\logic\usbPathValidator.ts","archive",".ts","9200","8.98"
"archive\repo-cleanup-20260709-050830\src-snapshots\src\wingman2\pages\TemplatesPage.tsx.remove-template-library-band-20260707-195213.bak","archive",".bak","9192","8.98"
"archive\repo-cleanup-20260709-050830\src-snapshots\src\wingman2\pages\TemplatesPage.tsx.remove-template-library-band-20260707-194956.bak","archive",".bak","9192","8.98"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\ProfilePage.tsx","archive",".tsx","9180","8.96"
".wingman-work\backups\20260811-125346\src\wingman2\pages\SalesHelperPage.tsx",".wingman-work",".tsx","9103","8.89"
".wingman-work\backups\20260811-125215\src\wingman2\pages\SalesHelperPage.tsx",".wingman-work",".tsx","9103","8.89"
".wingman-work\backups\20260811-125821\src\wingman2\pages\SalesHelperPage.tsx",".wingman-work",".tsx","9103","8.89"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_navhub_shared_ui_20260630-141354\src\wingman2\pages\DashboardPage.tsx","archive",".tsx","9079","8.87"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_navhub_reset_20260630-134327\src\wingman2\pages\DashboardPage.tsx","archive",".tsx","9068","8.86"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_shared_css_20260630-134642\src\wingman2\pages\DashboardPage.tsx","archive",".tsx","9068","8.86"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\src\wingman2\pages\CatalogBrowserPage.tsx","archive",".tsx","9040","8.83"
"archive\_wingman_backup_discovery_readiness_marker_20260614-204208\production-readiness-check.mjs","archive",".mjs","9031","8.82"
"archive\_src_inline_backups\src\wingman2\pages\productCallCards\ProductCallCardsSelectPage.tsx.backup-inline-layout-test-20260610-093254","archive",".backup-inline-layout-test-20260610-093254","8977","8.77"
"archive\_wingman_backup_sales_helper_wizard_20260614-094034\SalesHelperPage.tsx","archive",".tsx","8959","8.75"
".wingman-work\backups\20260811-125346\src\wingman2\lib\proposalCompiler.ts",".wingman-work",".ts","8932","8.72"
".wingman-work\backups\20260811-125215\src\wingman2\lib\proposalCompiler.ts",".wingman-work",".ts","8932","8.72"
".wingman-work\backups\20260811-125821\src\wingman2\lib\proposalCompiler.ts",".wingman-work",".ts","8932","8.72"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\WingmanGuruFab.tsx","archive",".tsx","8867","8.66"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\proposalExport.ts","archive",".ts","8772","8.57"
"archive\_wingman_backup_speech_type_fix_20260614-201933\GuruCallNotesInterpreter.tsx","archive",".tsx","8736","8.53"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\GuruCallNotesInterpreter.tsx","archive",".tsx","8736","8.53"
".wingman-work\backups\20260811-125346\src\wingman2\pages\VisualStudioPage.tsx",".wingman-work",".tsx","8729","8.52"
".wingman-work\backups\20260811-125821\src\wingman2\pages\VisualStudioPage.tsx",".wingman-work",".tsx","8729","8.52"
".wingman-work\backups\20260811-125215\src\wingman2\pages\VisualStudioPage.tsx",".wingman-work",".tsx","8729","8.52"
"archive\_src_inline_backups\src\wingman2\pages\NavigationHubPages.tsx.bak-remove-callcoach-loop-20260627-143501","archive",".bak-remove-callcoach-loop-20260627-143501","8646","8.44"
"archive\_wingman_backup_compare_match_detection_fix_20260615-125107\src\wingman2\components\workflow\CompareMatchPresentationGuard.tsx","archive",".tsx","8646","8.44"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\ProductSalesKnowledgePanel.tsx","archive",".tsx","8614","8.41"
"archive\_src_inline_backups\src\wingman2\pages\NavigationHubPages.tsx.bak-remove-inbound-call-tile-20260627-174725","archive",".bak-remove-inbound-call-tile-20260627-174725","8598","8.4"
"archive\_src_inline_backups\src\wingman2\pages\NavigationHubPages.tsx.bak-remove-redundant-call-buttons-20260627-153111","archive",".bak-remove-redundant-call-buttons-20260627-153111","8598","8.4"
"archive\_src_inline_backups\src\wingman2\pages\NavigationHubPages.tsx.bak-final-remove-live-call-card-20260627-175027","archive",".bak-final-remove-live-call-card-20260627-175027","8598","8.4"
